"","rusher_player_name","rusher_player_id","posteam","defteam","yards_gained_rush"
"3961","K.Hunt","00-0033923","KC","NO",4
"3962","K.Hunt","00-0033923","KC","NO",5
"3963","J.Haener","00-0038998","NO","KC",9
"3964","J.Haener","00-0038998","NO","KC",2
"3965","K.Walker","00-0038134","SEA","NYG",3
"3966","D.Jones","00-0035710","NYG","SEA",8
"3967","T.Tracy","00-0039384","NYG","SEA",3
"3968","T.Tracy","00-0039384","NYG","SEA",6
"3969","D.Jones","00-0035710","NYG","SEA",1
"3970","E.Gray","00-0038396","NYG","SEA",2
"3971","D.Jones","00-0035710","NYG","SEA",2
"3972","E.Gray","00-0038396","NYG","SEA",0
"3973","E.Gray","00-0038396","NYG","SEA",0
"3974","D.Jones","00-0035710","NYG","SEA",1
"3975","K.Walker","00-0038134","SEA","NYG",-1
"3976","T.Tracy","00-0039384","NYG","SEA",2
"3977","D.Jones","00-0035710","NYG","SEA",3
"3978","T.Tracy","00-0039384","NYG","SEA",27
"3979","E.Gray","00-0038396","NYG","SEA",2
"3980","D.Jones","00-0035710","NYG","SEA",11
"3981","T.Tracy","00-0039384","NYG","SEA",3
"3982","W.Robinson","00-0038117","NYG","SEA",4
"3983","D.Jones","00-0035710","NYG","SEA",1
"3984","T.Tracy","00-0039384","NYG","SEA",7
"3985","D.Jones","00-0035710","NYG","SEA",8
"3986","T.Tracy","00-0039384","NYG","SEA",1
"3987","K.Walker","00-0038134","SEA","NYG",7
"3988","D.Jones","00-0035710","NYG","SEA",5
"3989","T.Tracy","00-0039384","NYG","SEA",11
"3990","G.Smith","00-0030565","SEA","NYG",21
"3991","K.Walker","00-0038134","SEA","NYG",7
"3992","T.Tracy","00-0039384","NYG","SEA",25
"3993","T.Tracy","00-0039384","NYG","SEA",3
"3994","T.Tracy","00-0039384","NYG","SEA",13
"3995","T.Tracy","00-0039384","NYG","SEA",1
"3996","K.Walker","00-0038134","SEA","NYG",3
"3997","G.Smith","00-0030565","SEA","NYG",11
"3998","T.Tracy","00-0039384","NYG","SEA",5
"3999","T.Tracy","00-0039384","NYG","SEA",7
"4000","Z.Charbonnet","00-0039165","SEA","NYG",2
"4001","Z.Charbonnet","00-0039165","SEA","NYG",9
"4002","T.Tracy","00-0039384","NYG","SEA",5
"4003","T.Tracy","00-0039384","NYG","SEA",4
"4004","T.Tracy","00-0039384","NYG","SEA",4
"4005","T.Tracy","00-0039384","NYG","SEA",2
"4006","G.Smith","00-0030565","SEA","NYG",32
"4007","D.Jones","00-0035710","NYG","SEA",0
"4008","G.Smith","00-0030565","SEA","NYG",8
"4009","B.Hall","00-0038120","NYJ","MIN",1
"4010","A.Jones","00-0033293","MIN","NYJ",9
"4011","A.Jones","00-0033293","MIN","NYJ",3
"4012","C.Ham","00-0032918","MIN","NYJ",8
"4013","A.Jones","00-0033293","MIN","NYJ",0
"4014","B.Hall","00-0038120","NYJ","MIN",0
"4015","A.Jones","00-0033293","MIN","NYJ",2
"4016","S.Darnold","00-0034869","MIN","NYJ",10
"4017","A.Jones","00-0033293","MIN","NYJ",6
"4018","S.Darnold","00-0034869","MIN","NYJ",0
"4019","B.Allen","00-0039794","NYJ","MIN",2
"4020","A.Jones","00-0033293","MIN","NYJ",7
"4021","A.Jones","00-0033293","MIN","NYJ",2
"4022","S.Darnold","00-0034869","MIN","NYJ",3
"4023","T.Chandler","00-0037276","MIN","NYJ",-1
"4024","T.Chandler","00-0037276","MIN","NYJ",3
"4025","T.Chandler","00-0037276","MIN","NYJ",5
"4026","B.Hall","00-0038120","NYJ","MIN",1
"4027","B.Allen","00-0039794","NYJ","MIN",1
"4028","B.Allen","00-0039794","NYJ","MIN",0
"4029","T.Chandler","00-0037276","MIN","NYJ",5
"4030","T.Chandler","00-0037276","MIN","NYJ",5
"4031","M.Gaskin","00-0035311","MIN","NYJ",0
"4032","T.Chandler","00-0037276","MIN","NYJ",3
"4033","C.Ham","00-0032918","MIN","NYJ",2
"4034","T.Chandler","00-0037276","MIN","NYJ",4
"4035","T.Chandler","00-0037276","MIN","NYJ",-1
"4036","B.Hall","00-0038120","NYJ","MIN",7
"4037","T.Chandler","00-0037276","MIN","NYJ",1
"4038","B.Hall","00-0038120","NYJ","MIN",3
"4039","B.Hall","00-0038120","NYJ","MIN",-5
"4040","B.Hall","00-0038120","NYJ","MIN",10
"4041","B.Hall","00-0038120","NYJ","MIN",0
"4042","B.Allen","00-0039794","NYJ","MIN",7
"4043","T.Chandler","00-0037276","MIN","NYJ",0
"4044","B.Allen","00-0039794","NYJ","MIN",3
"4045","M.Gaskin","00-0035311","MIN","NYJ",2
"4046","T.Chandler","00-0037276","MIN","NYJ",0
"4047","T.Chandler","00-0037276","MIN","NYJ",1
"4048","T.Chandler","00-0037276","MIN","NYJ",2
"4049","T.Chandler","00-0037276","MIN","NYJ",3
"4050","B.Hall","00-0038120","NYJ","MIN",6
"4051","B.Robinson","00-0038542","ATL","TB",2
"4052","B.Robinson","00-0038542","ATL","TB",3
"4053","B.Robinson","00-0038542","ATL","TB",0
"4054","R.White","00-0037256","TB","ATL",5
"4055","R.White","00-0037256","TB","ATL",1
"4056","R.White","00-0037256","TB","ATL",0
"4057","T.Allgeier","00-0037263","ATL","TB",8
"4058","B.Irving","00-0039361","TB","ATL",16
"4059","B.Robinson","00-0038542","ATL","TB",6
"4060","B.Robinson","00-0038542","ATL","TB",1
"4061","R.White","00-0037256","TB","ATL",-1
"4062","B.Robinson","00-0038542","ATL","TB",0
"4063","B.Robinson","00-0038542","ATL","TB",6
"4064","B.Irving","00-0039361","TB","ATL",11
"4065","R.White","00-0037256","TB","ATL",56
"4066","B.Irving","00-0039361","TB","ATL",4
"4067","B.Irving","00-0039361","TB","ATL",0
"4068","R.White","00-0037256","TB","ATL",2
"4069","B.Mayfield","00-0034855","TB","ATL",8
"4070","T.Allgeier","00-0037263","ATL","TB",5
"4071","B.Robinson","00-0038542","ATL","TB",6
"4072","B.Irving","00-0039361","TB","ATL",0
"4073","B.Mayfield","00-0034855","TB","ATL",9
"4074","C.Godwin","00-0033921","TB","ATL",2
"4075","B.Irving","00-0039361","TB","ATL",0
"4076","B.Robinson","00-0038542","ATL","TB",28
"4077","B.Robinson","00-0038542","ATL","TB",6
"4078","B.Robinson","00-0038542","ATL","TB",2
"4079","T.Allgeier","00-0037263","ATL","TB",-2
"4080","B.Mayfield","00-0034855","TB","ATL",18
"4081","R.White","00-0037256","TB","ATL",1
"4082","B.Mayfield","00-0034855","TB","ATL",3
"4083","B.Robinson","00-0038542","ATL","TB",1
"4084","T.Allgeier","00-0037263","ATL","TB",2
"4085","R.White","00-0037256","TB","ATL",8
"4086","B.Mayfield","00-0034855","TB","ATL",5
"4087","B.Irving","00-0039361","TB","ATL",5
"4088","R.White","00-0037256","TB","ATL",3
"4089","B.Irving","00-0039361","TB","ATL",7
"4090","T.Allgeier","00-0037263","ATL","TB",-2
"4091","R.White","00-0037256","TB","ATL",-3
"4092","B.Irving","00-0039361","TB","ATL",1
"4093","T.Allgeier","00-0037263","ATL","TB",1
"4094","J.Jacobs","00-0035700","GB","ARI",2
"4095","J.Jacobs","00-0035700","GB","ARI",5
"4096","J.Conner","00-0033553","ARI","GB",2
"4097","J.Conner","00-0033553","ARI","GB",-1
"4098","J.Jacobs","00-0035700","GB","ARI",14
"4099","B.Melton","00-0037091","GB","ARI",16
"4100","J.Jacobs","00-0035700","GB","ARI",4
"4101","J.Conner","00-0033553","ARI","GB",9
"4102","J.Conner","00-0033553","ARI","GB",3
"4103","J.Reed","00-0039146","GB","ARI",0
"4104","Em.Wilson","00-0038797","GB","ARI",7
"4105","J.Jacobs","00-0035700","GB","ARI",2
"4106","J.Love","00-0036264","GB","ARI",3
"4107","K.Murray","00-0035228","ARI","GB",4
"4108","T.Benson","00-0039921","ARI","GB",1
"4109","J.Jacobs","00-0035700","GB","ARI",5
"4110","J.Jacobs","00-0035700","GB","ARI",4
"4111","J.Jacobs","00-0035700","GB","ARI",2
"4112","J.Jacobs","00-0035700","GB","ARI",1
"4113","J.Jacobs","00-0035700","GB","ARI",2
"4114","K.Murray","00-0035228","ARI","GB",-2
"4115","J.Conner","00-0033553","ARI","GB",1
"4116","K.Murray","00-0035228","ARI","GB",4
"4117","J.Conner","00-0033553","ARI","GB",8
"4118","J.Conner","00-0033553","ARI","GB",2
"4119","J.Jacobs","00-0035700","GB","ARI",5
"4120","T.Benson","00-0039921","ARI","GB",1
"4121","T.Benson","00-0039921","ARI","GB",3
"4122","T.Benson","00-0039921","ARI","GB",20
"4123","T.Benson","00-0039921","ARI","GB",1
"4124","J.Jacobs","00-0035700","GB","ARI",6
"4125","J.Jacobs","00-0035700","GB","ARI",-1
"4126","J.Love","00-0036264","GB","ARI",6
"4127","J.Jacobs","00-0035700","GB","ARI",-1
"4128","K.Murray","00-0035228","ARI","GB",1
"4129","E.Demercado","00-0038705","ARI","GB",6
"4130","J.Jacobs","00-0035700","GB","ARI",3
"4131","J.Jacobs","00-0035700","GB","ARI",3
"4132","J.Love","00-0036264","GB","ARI",6
"4133","Em.Wilson","00-0038797","GB","ARI",5
"4134","Em.Wilson","00-0038797","GB","ARI",4
"4135","T.Kraft","00-0038996","GB","ARI",2
"4136","J.Jacobs","00-0035700","GB","ARI",7
"4137","J.Jacobs","00-0035700","GB","ARI",-1
"4138","C.Brooks","00-0038685","GB","ARI",7
"4139","K.Murray","00-0035228","ARI","GB",2
"4140","E.Demercado","00-0038705","ARI","GB",7
"4141","E.Demercado","00-0038705","ARI","GB",4
"4142","E.Demercado","00-0038705","ARI","GB",8
"4143","K.Murray","00-0035228","ARI","GB",5
"4144","K.Murray","00-0035228","ARI","GB",0
"4145","Em.Wilson","00-0038797","GB","ARI",3
"4146","B.Melton","00-0037091","GB","ARI",11
"4147","Em.Wilson","00-0038797","GB","ARI",6
"4148","Em.Wilson","00-0038797","GB","ARI",13
"4149","C.Brooks","00-0038685","GB","ARI",3
"4150","Em.Wilson","00-0038797","GB","ARI",16
"4151","C.Brooks","00-0038685","GB","ARI",0
"4152","C.Brooks","00-0038685","GB","ARI",11
"4153","C.Hubbard","00-0036555","CAR","ATL",4
"4154","C.Hubbard","00-0036555","CAR","ATL",-2
"4155","B.Robinson","00-0038542","ATL","CAR",6
"4156","C.Hubbard","00-0036555","CAR","ATL",3
"4157","C.Hubbard","00-0036555","CAR","ATL",3
"4158","M.Sanders","00-0035243","CAR","ATL",2
"4159","C.Hubbard","00-0036555","CAR","ATL",-2
"4160","B.Robinson","00-0038542","ATL","CAR",5
"4161","T.Allgeier","00-0037263","ATL","CAR",7
"4162","T.Allgeier","00-0037263","ATL","CAR",9
"4163","T.Allgeier","00-0037263","ATL","CAR",9
"4164","T.Allgeier","00-0037263","ATL","CAR",1
"4165","B.Robinson","00-0038542","ATL","CAR",5
"4166","A.Dalton","00-0027973","CAR","ATL",2
"4167","B.Robinson","00-0038542","ATL","CAR",4
"4168","C.Hubbard","00-0036555","CAR","ATL",15
"4169","C.Hubbard","00-0036555","CAR","ATL",3
"4170","C.Hubbard","00-0036555","CAR","ATL",3
"4171","C.Hubbard","00-0036555","CAR","ATL",4
"4172","B.Robinson","00-0038542","ATL","CAR",6
"4173","B.Robinson","00-0038542","ATL","CAR",4
"4174","B.Robinson","00-0038542","ATL","CAR",7
"4175","T.Allgeier","00-0037263","ATL","CAR",2
"4176","C.Hubbard","00-0036555","CAR","ATL",0
"4177","M.Sanders","00-0035243","CAR","ATL",-4
"4178","R.McCloud","00-0034407","ATL","CAR",3
"4179","B.Robinson","00-0038542","ATL","CAR",4
"4180","T.Allgeier","00-0037263","ATL","CAR",2
"4181","C.Hubbard","00-0036555","CAR","ATL",5
"4182","A.Dalton","00-0027973","CAR","ATL",18
"4183","B.Robinson","00-0038542","ATL","CAR",1
"4184","B.Robinson","00-0038542","ATL","CAR",3
"4185","B.Robinson","00-0038542","ATL","CAR",17
"4186","B.Robinson","00-0038542","ATL","CAR",9
"4187","T.Allgeier","00-0037263","ATL","CAR",5
"4188","T.Allgeier","00-0037263","ATL","CAR",5
"4189","T.Allgeier","00-0037263","ATL","CAR",0
"4190","C.Hubbard","00-0036555","CAR","ATL",19
"4191","M.Sanders","00-0035243","CAR","ATL",3
"4192","C.Hubbard","00-0036555","CAR","ATL",1
"4193","A.Dalton","00-0027973","CAR","ATL",1
"4194","B.Robinson","00-0038542","ATL","CAR",2
"4195","C.Hubbard","00-0036555","CAR","ATL",9
"4196","C.Hubbard","00-0036555","CAR","ATL",12
"4197","C.Hubbard","00-0036555","CAR","ATL",5
"4198","C.Hubbard","00-0036555","CAR","ATL",8
"4199","C.Hubbard","00-0036555","CAR","ATL",2
"4200","T.Allgeier","00-0037263","ATL","CAR",18
"4201","T.Allgeier","00-0037263","ATL","CAR",3
"4202","B.Robinson","00-0038542","ATL","CAR",15
"4203","B.Robinson","00-0038542","ATL","CAR",7
"4204","T.Allgeier","00-0037263","ATL","CAR",5
"4205","T.Allgeier","00-0037263","ATL","CAR",20
"4206","T.Allgeier","00-0037263","ATL","CAR",2
"4207","T.Allgeier","00-0037263","ATL","CAR",8
"4208","T.Allgeier","00-0037263","ATL","CAR",8
"4209","T.Allgeier","00-0037263","ATL","CAR",3
"4210","T.Allgeier","00-0037263","ATL","CAR",0
"4211","T.Allgeier","00-0037263","ATL","CAR",0
"4212","B.Hall","00-0038120","NYJ","BUF",3
"4213","B.Hall","00-0038120","NYJ","BUF",11
"4214","B.Hall","00-0038120","NYJ","BUF",2
"4215","Ty.Johnson","00-0035537","BUF","NYJ",12
"4216","R.Davis","00-0039875","BUF","NYJ",3
"4217","R.Davis","00-0039875","BUF","NYJ",14
"4218","R.Davis","00-0039875","BUF","NYJ",6
"4219","R.Davis","00-0039875","BUF","NYJ",5
"4220","R.Davis","00-0039875","BUF","NYJ",15
"4221","R.Davis","00-0039875","BUF","NYJ",5
"4222","J.Allen","00-0034857","BUF","NYJ",1
"4223","B.Hall","00-0038120","NYJ","BUF",4
"4224","B.Allen","00-0039794","NYJ","BUF",6
"4225","B.Hall","00-0038120","NYJ","BUF",24
"4226","B.Allen","00-0039794","NYJ","BUF",2
"4227","R.Davis","00-0039875","BUF","NYJ",4
"4228","B.Hall","00-0038120","NYJ","BUF",0
"4229","B.Hall","00-0038120","NYJ","BUF",1
"4230","B.Hall","00-0038120","NYJ","BUF",-5
"4231","R.Davis","00-0039875","BUF","NYJ",0
"4232","Ty.Johnson","00-0035537","BUF","NYJ",13
"4233","Ty.Johnson","00-0035537","BUF","NYJ",7
"4234","Ty.Johnson","00-0035537","BUF","NYJ",2
"4235","J.Allen","00-0034857","BUF","NYJ",2
"4236","R.Davis","00-0039875","BUF","NYJ",2
"4237","B.Allen","00-0039794","NYJ","BUF",0
"4238","R.Davis","00-0039875","BUF","NYJ",8
"4239","J.Allen","00-0034857","BUF","NYJ",5
"4240","J.Allen","00-0034857","BUF","NYJ",2
"4241","R.Davis","00-0039875","BUF","NYJ",4
"4242","R.Davis","00-0039875","BUF","NYJ",5
"4243","J.Allen","00-0034857","BUF","NYJ",5
"4244","B.Hall","00-0038120","NYJ","BUF",3
"4245","B.Hall","00-0038120","NYJ","BUF",-1
"4246","B.Hall","00-0038120","NYJ","BUF",5
"4247","B.Hall","00-0038120","NYJ","BUF",3
"4248","B.Hall","00-0038120","NYJ","BUF",42
"4249","B.Hall","00-0038120","NYJ","BUF",0
"4250","R.Davis","00-0039875","BUF","NYJ",6
"4251","B.Hall","00-0038120","NYJ","BUF",10
"4252","B.Hall","00-0038120","NYJ","BUF",2
"4253","B.Hall","00-0038120","NYJ","BUF",7
"4254","R.Davis","00-0039875","BUF","NYJ",8
"4255","R.Davis","00-0039875","BUF","NYJ",2
"4256","R.Davis","00-0039875","BUF","NYJ",3
"4257","R.Davis","00-0039875","BUF","NYJ",-1
"4258","R.Davis","00-0039875","BUF","NYJ",2
"4259","B.Hall","00-0038120","NYJ","BUF",2
"4260","R.Davis","00-0039875","BUF","NYJ",5
"4261","R.Davis","00-0039875","BUF","NYJ",1
"4262","J.Allen","00-0034857","BUF","NYJ",6
"4263","C.Brown","00-0038597","CIN","NYG",4
"4264","J.Burrow","00-0036442","CIN","NYG",10
"4265","Z.Moss","00-0036251","CIN","NYG",5
"4266","J.Burrow","00-0036442","CIN","NYG",47
"4267","Z.Moss","00-0036251","CIN","NYG",1
"4268","T.Tracy","00-0039384","NYG","CIN",2
"4269","T.Tracy","00-0039384","NYG","CIN",1
"4270","C.Brown","00-0038597","CIN","NYG",7
"4271","C.Brown","00-0038597","CIN","NYG",0
"4272","Z.Moss","00-0036251","CIN","NYG",7
"4273","Z.Moss","00-0036251","CIN","NYG",-4
"4274","D.Jones","00-0035710","NYG","CIN",13
"4275","D.Jones","00-0035710","NYG","CIN",11
"4276","E.Gray","00-0038396","NYG","CIN",3
"4277","E.Gray","00-0038396","NYG","CIN",4
"4278","D.Jones","00-0035710","NYG","CIN",4
"4279","T.Tracy","00-0039384","NYG","CIN",0
"4280","D.Jones","00-0035710","NYG","CIN",10
"4281","C.Brown","00-0038597","CIN","NYG",4
"4282","C.Brown","00-0038597","CIN","NYG",-2
"4283","T.Tracy","00-0039384","NYG","CIN",0
"4284","Z.Moss","00-0036251","CIN","NYG",3
"4285","Z.Moss","00-0036251","CIN","NYG",1
"4286","T.Tracy","00-0039384","NYG","CIN",9
"4287","D.Jones","00-0035710","NYG","CIN",2
"4288","T.Tracy","00-0039384","NYG","CIN",2
"4289","T.Tracy","00-0039384","NYG","CIN",0
"4290","T.Tracy","00-0039384","NYG","CIN",4
"4291","T.Tracy","00-0039384","NYG","CIN",2
"4292","E.Gray","00-0038396","NYG","CIN",6
"4293","T.Tracy","00-0039384","NYG","CIN",5
"4294","D.Jones","00-0035710","NYG","CIN",5
"4295","T.Tracy","00-0039384","NYG","CIN",6
"4296","T.Tracy","00-0039384","NYG","CIN",1
"4297","T.Tracy","00-0039384","NYG","CIN",4
"4298","D.Jones","00-0035710","NYG","CIN",5
"4299","T.Tracy","00-0039384","NYG","CIN",0
"4300","D.Jones","00-0035710","NYG","CIN",1
"4301","D.Jones","00-0035710","NYG","CIN",3
"4302","C.Brown","00-0038597","CIN","NYG",5
"4303","D.Jones","00-0035710","NYG","CIN",3
"4304","T.Tracy","00-0039384","NYG","CIN",11
"4305","T.Tracy","00-0039384","NYG","CIN",4
"4306","T.Tracy","00-0039384","NYG","CIN",-1
"4307","C.Brown","00-0038597","CIN","NYG",-2
"4308","C.Brown","00-0038597","CIN","NYG",0
"4309","C.Brown","00-0038597","CIN","NYG",7
"4310","C.Brown","00-0038597","CIN","NYG",30
"4311","S.Barkley","00-0034844","PHI","CLE",5
"4312","J.Ford","00-0037267","CLE","PHI",3
"4313","J.Hurts","00-0036389","PHI","CLE",9
"4314","S.Barkley","00-0034844","PHI","CLE",0
"4315","J.Hurts","00-0036389","PHI","CLE",3
"4316","S.Barkley","00-0034844","PHI","CLE",4
"4317","J.Ford","00-0037267","CLE","PHI",11
"4318","D.Foreman","00-0033925","CLE","PHI",4
"4319","P.Strong","00-0038098","CLE","PHI",4
"4320","P.Strong","00-0038098","CLE","PHI",1
"4321","S.Barkley","00-0034844","PHI","CLE",8
"4322","S.Barkley","00-0034844","PHI","CLE",1
"4323","J.Hurts","00-0036389","PHI","CLE",2
"4324","J.Hurts","00-0036389","PHI","CLE",8
"4325","S.Barkley","00-0034844","PHI","CLE",1
"4326","J.Hurts","00-0036389","PHI","CLE",1
"4327","S.Barkley","00-0034844","PHI","CLE",2
"4328","S.Barkley","00-0034844","PHI","CLE",10
"4329","S.Barkley","00-0034844","PHI","CLE",3
"4330","K.Gainwell","00-0036919","PHI","CLE",3
"4331","D.Foreman","00-0033925","CLE","PHI",1
"4332","J.Hurts","00-0036389","PHI","CLE",-1
"4333","S.Barkley","00-0034844","PHI","CLE",4
"4334","J.Hurts","00-0036389","PHI","CLE",4
"4335","S.Barkley","00-0034844","PHI","CLE",1
"4336","J.Hurts","00-0036389","PHI","CLE",1
"4337","S.Barkley","00-0034844","PHI","CLE",3
"4338","D.Foreman","00-0033925","CLE","PHI",12
"4339","D.Foreman","00-0033925","CLE","PHI",3
"4340","P.Strong","00-0038098","CLE","PHI",6
"4341","D.Foreman","00-0033925","CLE","PHI",-1
"4342","D.Foreman","00-0033925","CLE","PHI",1
"4343","P.Strong","00-0038098","CLE","PHI",14
"4344","D.Watson","00-0033537","CLE","PHI",6
"4345","D.Foreman","00-0033925","CLE","PHI",3
"4346","C.Tillman","00-0038979","CLE","PHI",-5
"4347","S.Barkley","00-0034844","PHI","CLE",-3
"4348","D.Foreman","00-0033925","CLE","PHI",2
"4349","P.Strong","00-0038098","CLE","PHI",3
"4350","J.Dotson","00-0037741","PHI","CLE",13
"4351","S.Barkley","00-0034844","PHI","CLE",-2
"4352","K.Gainwell","00-0036919","PHI","CLE",19
"4353","K.Gainwell","00-0036919","PHI","CLE",1
"4354","D.Watson","00-0033537","CLE","PHI",6
"4355","P.Strong","00-0038098","CLE","PHI",4
"4356","D.Foreman","00-0033925","CLE","PHI",3
"4357","D.Watson","00-0033537","CLE","PHI",3
"4358","P.Strong","00-0038098","CLE","PHI",7
"4359","P.Strong","00-0038098","CLE","PHI",4
"4360","D.Foreman","00-0033925","CLE","PHI",3
"4361","S.Barkley","00-0034844","PHI","CLE",6
"4362","D.Watson","00-0033537","CLE","PHI",2
"4363","S.Barkley","00-0034844","PHI","CLE",4
"4364","J.Hurts","00-0036389","PHI","CLE",4
"4365","J.Hurts","00-0036389","PHI","CLE",6
"4366","S.Barkley","00-0034844","PHI","CLE",1
"4367","S.Barkley","00-0034844","PHI","CLE",-1
"4368","R.Dowdle","00-0036139","DAL","DET",1
"4369","C.Lamb","00-0036358","DAL","DET",2
"4370","D.Montgomery","00-0035685","DET","DAL",5
"4371","D.Montgomery","00-0035685","DET","DAL",7
"4372","D.Montgomery","00-0035685","DET","DAL",16
"4373","E.Elliott","00-0033045","DAL","DET",3
"4374","E.Elliott","00-0033045","DAL","DET",1
"4375","E.Elliott","00-0033045","DAL","DET",3
"4376","E.Elliott","00-0033045","DAL","DET",-1
"4377","D.Montgomery","00-0035685","DET","DAL",1
"4378","J.Gibbs","00-0039139","DET","DAL",8
"4379","D.Montgomery","00-0035685","DET","DAL",7
"4380","J.Gibbs","00-0039139","DET","DAL",3
"4381","J.Gibbs","00-0039139","DET","DAL",13
"4382","J.Williams","00-0037240","DET","DAL",11
"4383","J.Gibbs","00-0039139","DET","DAL",-3
"4384","R.Dowdle","00-0036139","DAL","DET",5
"4385","E.Elliott","00-0033045","DAL","DET",0
"4386","D.Montgomery","00-0035685","DET","DAL",3
"4387","D.Montgomery","00-0035685","DET","DAL",17
"4388","J.Goff","00-0033106","DET","DAL",1
"4389","J.Gibbs","00-0039139","DET","DAL",2
"4390","D.Montgomery","00-0035685","DET","DAL",1
"4391","J.Gibbs","00-0039139","DET","DAL",-4
"4392","J.Gibbs","00-0039139","DET","DAL",4
"4393","D.Montgomery","00-0035685","DET","DAL",1
"4394","J.Gibbs","00-0039139","DET","DAL",11
"4395","J.Gibbs","00-0039139","DET","DAL",2
"4396","D.Prescott","00-0033077","DAL","DET",1
"4397","D.Montgomery","00-0035685","DET","DAL",19
"4398","D.Montgomery","00-0035685","DET","DAL",1
"4399","R.Dowdle","00-0036139","DAL","DET",1
"4400","J.Gibbs","00-0039139","DET","DAL",15
"4401","D.Montgomery","00-0035685","DET","DAL",2
"4402","J.Gibbs","00-0039139","DET","DAL",10
"4403","J.Gibbs","00-0039139","DET","DAL",2
"4404","J.Goff","00-0033106","DET","DAL",5
"4405","R.Dowdle","00-0036139","DAL","DET",12
"4406","R.Dowdle","00-0036139","DAL","DET",6
"4407","E.Elliott","00-0033045","DAL","DET",2
"4408","C.Reynolds","00-0035567","DET","DAL",5
"4409","C.Reynolds","00-0035567","DET","DAL",3
"4410","C.Reynolds","00-0035567","DET","DAL",2
"4411","S.Vaki","00-0039364","DET","DAL",5
"4412","E.Elliott","00-0033045","DAL","DET",6
"4413","E.Elliott","00-0033045","DAL","DET",3
"4414","K.Turpin","00-0037801","DAL","DET",6
"4415","C.Rush","00-0033662","DAL","DET",2
"4416","C.Reynolds","00-0035567","DET","DAL",4
"4417","C.Reynolds","00-0035567","DET","DAL",1
"4418","C.Reynolds","00-0035567","DET","DAL",6
"4419","J.Mixon","00-0033897","HOU","NE",3
"4420","J.Mixon","00-0033897","HOU","NE",2
"4421","J.Mixon","00-0033897","HOU","NE",3
"4422","J.Mixon","00-0033897","HOU","NE",0
"4423","J.Mixon","00-0033897","HOU","NE",-1
"4424","A.Gibson","00-0036328","NE","HOU",0
"4425","A.Gibson","00-0036328","NE","HOU",1
"4426","J.Mixon","00-0033897","HOU","NE",4
"4427","J.Mixon","00-0033897","HOU","NE",4
"4428","C.Stroud","00-0039163","HOU","NE",8
"4429","J.Mixon","00-0033897","HOU","NE",2
"4430","J.Mixon","00-0033897","HOU","NE",-1
"4431","A.Gibson","00-0036328","NE","HOU",-1
"4432","D.Pierce","00-0037258","HOU","NE",0
"4433","D.Maye","00-0039851","NE","HOU",11
"4434","D.Maye","00-0039851","NE","HOU",4
"4435","J.Mixon","00-0033897","HOU","NE",59
"4436","A.Gibson","00-0036328","NE","HOU",7
"4437","A.Gibson","00-0036328","NE","HOU",3
"4438","A.Gibson","00-0036328","NE","HOU",-1
"4439","D.Pierce","00-0037258","HOU","NE",2
"4440","A.Gibson","00-0036328","NE","HOU",3
"4441","C.Stroud","00-0039163","HOU","NE",0
"4442","D.Ogunbowale","00-0033854","HOU","NE",4
"4443","J.Hasty","00-0035806","NE","HOU",2
"4444","A.Gibson","00-0036328","NE","HOU",1
"4445","J.Mixon","00-0033897","HOU","NE",0
"4446","A.Gibson","00-0036328","NE","HOU",0
"4447","J.Mixon","00-0033897","HOU","NE",7
"4448","D.Ogunbowale","00-0033854","HOU","NE",4
"4449","D.Pierce","00-0037258","HOU","NE",11
"4450","D.Pierce","00-0037258","HOU","NE",1
"4451","D.Pierce","00-0037258","HOU","NE",2
"4452","T.Jennings","00-0039757","NE","HOU",2
"4453","A.Gibson","00-0036328","NE","HOU",4
"4454","D.Pierce","00-0037258","HOU","NE",0
"4455","D.Pierce","00-0037258","HOU","NE",6
"4456","J.Mixon","00-0033897","HOU","NE",20
"4457","A.Gibson","00-0036328","NE","HOU",1
"4458","A.Gibson","00-0036328","NE","HOU",4
"4459","J.Hasty","00-0035806","NE","HOU",5
"4460","D.Maye","00-0039851","NE","HOU",15
"4461","J.Hasty","00-0035806","NE","HOU",5
"4462","D.Pierce","00-0037258","HOU","NE",54
"4463","D.Maye","00-0039851","NE","HOU",2
"4464","A.Gibson","00-0036328","NE","HOU",-3
"4465","C.Akers","00-0036414","HOU","NE",-2
"4466","C.Akers","00-0036414","HOU","NE",1
"4467","T.Jennings","00-0039757","NE","HOU",5
"4468","D.Maye","00-0039851","NE","HOU",6
"4469","T.Jennings","00-0039757","NE","HOU",3
"4470","T.Jennings","00-0039757","NE","HOU",4
"4471","T.Jennings","00-0039757","NE","HOU",-1
"4472","T.Sermon","00-0036984","IND","TEN",4
"4473","T.Sermon","00-0036984","IND","TEN",3
"4474","T.Sermon","00-0036984","IND","TEN",5
"4475","T.Pollard","00-0035261","TEN","IND",8
"4476","T.Sermon","00-0036984","IND","TEN",0
"4477","T.Pollard","00-0035261","TEN","IND",10
"4478","W.Levis","00-0039152","TEN","IND",3
"4479","T.Spears","00-0039032","TEN","IND",10
"4480","T.Spears","00-0039032","TEN","IND",3
"4481","T.Spears","00-0039032","TEN","IND",3
"4482","W.Levis","00-0039152","TEN","IND",7
"4483","T.Pollard","00-0035261","TEN","IND",1
