"","full_name","gsis_id"
"1468","Ryder Anderson","00-0037621"
"1469","Mike Greene","00-0037627"
"1470","Jake Hummel","00-0037633"
"1471","Benton Whitley","00-0037638"
"1472","William Kwenkeu","00-0037639"
"1473","Tucker Fisk","00-0037654"
"1474","Ja'Marcus Ingram","00-0037661"
"1475","C.J. Brewer","00-0037662"
"1476","Jermaine Johnson","00-0037663"
"1477","Alec Pierce","00-0037664"
"1478","Sam Williams","00-0037665"
"1479","Jalen Tolbert","00-0037666"
"1480","Kerby Joseph","00-0037667"
"1481","Tucker Addington","00-0037686"
"1482","Brandon Aubrey","00-0037692"
"1483","Maurice Alexander","00-0037708"
"1484","Jeremiah Pharms","00-0037711"
"1485","Garrett Wilson","00-0037740"
"1486","Jahan Dotson","00-0037741"
"1487","Treylon Burks","00-0037742"
"1488","Dax Hill","00-0037743"
"1489","Trey McBride","00-0037744"
"1490","Velus Jones","00-0037745"
"1491","Brian Robinson","00-0037746"
"1492","Marquis Hayes","00-0037748"
"1493","Tycen Anderson","00-0037752"
"1494","Cam Taylor-Britt","00-0037753"
"1495","Nicholas Petit-Frere","00-0037754"
"1496","Jelani Woods","00-0037755"
"1497","Travis Jones","00-0037756"
"1498","Bernhard Raimann","00-0037757"
"1499","Cordale Flott","00-0037758"
"1500","DeMarvin Leal","00-0037759"
"1501","Ralph Holley","00-0037779"
"1502","Dondrea Tillman","00-0037799"
"1503","Kavontae Turpin","00-0037801"
"1504","Zach Carter","00-0037804"
"1505","Jeremy Ruckert","00-0037805"
"1506","Joshua Ezeudu","00-0037807"
"1507","DeAngelo Malone","00-0037808"
"1508","Chigoziem Okonkwo","00-0037809"
"1509","Troy Andersen","00-0037810"
"1510","Chad Muma","00-0037811"
"1511","Abraham Lucas","00-0037812"
"1512","Channing Tindall","00-0037813"
"1513","Luke Fortner","00-0037814"
"1514","Cameron Thomas","00-0037815"
"1515","Romeo Doubs","00-0037816"
"1516","Zach Tom","00-0037817"
"1517","Zion Johnson","00-0037818"
"1518","Leo Chenal","00-0037819"
"1519","Charles Cross","00-0037821"
"1520","Brian Asamoah","00-0037822"
"1521","Christian Harris","00-0037823"
"1522","Tyler Linderbaum","00-0037825"
"1523","Drake Jackson","00-0037826"
"1524","Tyrion Davis-Price","00-0037827"
"1525","Danny Gray","00-0037828"
"1526","Spencer Burford","00-0037829"
"1527","Samuel Womack","00-0037830"
"1528","Nick Zakelj","00-0037831"
"1529","Kalia Davis","00-0037832"
"1530","Tariq Castro-Fields","00-0037833"
"1531","Brock Purdy","00-0037834"
"1532","Luke Goedeke","00-0037835"
"1533","Logan Bruss","00-0037836"
"1534","Calvin Austin","00-0037837"
"1535","Isaiah Likely","00-0037838"
"1536","Cobie Durant","00-0037839"
"1537","Kyren Williams","00-0037840"
"1538","Quentin Lake","00-0037841"
"1539","Derion Kendrick","00-0037842"
"1540","Daniel Hardy","00-0037843"
"1541","Russ Yeast","00-0037844"
"1542","A.J. Arcuri","00-0037845"
"1543","Damarion Williams","00-0037984"
"1544","Kyle Hamilton","00-0038038"
"1545","Jack Jones","00-0038039"
"1546","Zamir White","00-0038040"
"1547","Jake Ferguson","00-0038041"
"1548","Jake Camarda","00-0038042"
"1549","Joshua Williams","00-0038043"
"1550","Isaiah Spiller","00-0038045"
"1551","Charlie Kolar","00-0038046"
"1552","Skyy Moore","00-0038090"
"1553","J.T. Woods","00-0038091"
"1554","Erik Ezukanma","00-0038092"
"1555","Neil Farrell","00-0038093"
"1556","Jordan Stout","00-0038094"
"1557","Cordell Volson","00-0038095"
"1558","Josh Paschal","00-0038096"
"1559","Pierre Strong","00-0038098"
"1560","Phidarian Mathis","00-0038099"
"1561","Percy Butler","00-0038100"
"1562","Akayleb Evans","00-0038101"
"1563","Kenny Pickett","00-0038102"
"1564","Cole Strange","00-0038103"
"1565","Tyquan Thornton","00-0038104"
"1566","Damarri Mathis","00-0038105"
"1567","Eyioma Uwazurike","00-0038106"
"1568","Micheal Clemons","00-0038107"
"1569","Bailey Zappe","00-0038108"
"1570","Kyler Gordon","00-0038111"
"1571","Cam Jurgens","00-0038112"
"1572","Brandon Smith","00-0038113"
"1573","Max Mitchell","00-0038114"
"1574","Daniel Bellinger","00-0038115"
"1575","Arnold Ebiketie","00-0038116"
"1576","Wan'Dale Robinson","00-0038117"
"1577","Daniel Faalele","00-0038118"
"1578","Jalyn Armour-Davis","00-0038119"
"1579","Breece Hall","00-0038120"
"1580","Alontae Taylor","00-0038121"
"1581","Dane Belton","00-0038123"
"1582","Christian Watson","00-0038124"
"1583","Roger McCreary","00-0038125"
"1584","Logan Hall","00-0038127"
"1585","Malik Willis","00-0038128"
"1586","Cade Otton","00-0038129"
"1587","Andrew Booth","00-0038130"
"1588","Ed Ingram","00-0038131"
"1589","Boye Mafe","00-0038133"
"1590","Kenneth Walker","00-0038134"
"1591","Jaquan Brisker","00-0038135"
"1592","Coby Bryant","00-0038136"
"1593","David Ojabo","00-0038142"
"1594","Marcel Dabo","00-0038143"
"1595","Adedayo Odeleye","00-0038144"
"1596","Thomas Odukoya","00-0038145"
"1597","Lucky Jackson","00-0038181"
"1598","Kohl Levao","00-0038194"
"1599","Josh Butler","00-0038348"
"1600","Xavier Smith","00-0038359"
"1601","Alex Ward","00-0038360"
"1602","Tanner Ingle","00-0038366"
"1603","Quindell Johnson","00-0038368"
"1604","Kyu Blu Kelly","00-0038381"
"1605","Sala Aumavae-Laulu","00-0038382"
"1606","Andrew Vorhees","00-0038383"
"1607","Jalen Carter","00-0038386"
"1608","Colby Wooden","00-0038387"
"1609","Darius Rush","00-0038388"
"1610","Israel Abanikanda","00-0038389"
"1611","Noah Sewell","00-0038390"
"1612","Sean Clifford","00-0038391"
"1613","Daniel Scott","00-0038392"
"1614","Dontayvion Wicks","00-0038393"
"1615","Will Mallory","00-0038394"
"1616","Terell Smith","00-0038395"
"1617","Eric Gray","00-0038396"
"1618","Evan Hull","00-0038397"
"1619","Karl Brooks","00-0038398"
"1620","Zaire Barnes","00-0038399"
"1621","Tanner McKee","00-0038400"
"1622","Jarrick Bernard-Converse","00-0038401"
"1623","Anders Carlson","00-0038402"
"1624","Tre Hawkins","00-0038403"
"1625","Titus Leo","00-0038404"
"1626","Travis Bell","00-0038405"
"1627","Zack Kuntz","00-0038406"
"1628","Jaylon Jones","00-0038407"
"1629","Carrington Valentine","00-0038408"
"1630","Lew Nichols","00-0038409"
"1631","Anthony Johnson","00-0038411"
"1632","Moro Ojomo","00-0038412"
"1633","Gervarrius Owens","00-0038413"
"1634","Kendall Williamson","00-0038414"
"1635","Tyson Bagent","00-0038416"
"1636","Lorenz Metz","00-0038426"
"1637","Andre Szmyt","00-0038428"
"1638","Liam Anderson","00-0038429"
"1639","Zavier Scott","00-0038440"
"1640","Malik Hamm","00-0038448"
"1641","Tashawn Manning","00-0038452"
"1642","Keaton Mitchell","00-0038454"
"1643","Travis Vokolek","00-0038456"
"1644","Brenton Cox","00-0038463"
"1645","Malik Heath","00-0038465"
"1646","Benny Sapp","00-0038470"
"1647","Kadeem Telfort","00-0038471"
"1648","Alex Cook","00-0038475"
"1649","Tommy DeVito","00-0038476"
"1650","Bryce Ford-Wheaton","00-0038477"
"1651","Dyontae Johnson","00-0038479"
"1652","Trevor Reid","00-0038486"
"1653","Eli Ricks","00-0038487"
"1654","Brady Russell","00-0038488"
"1655","Ben VanSumeren","00-0038489"
"1656","Deslin Alexandre","00-0038491"
"1657","Jason Brownlee","00-0038492"
"1658","Claudin Cherelus","00-0038493"
"1659","Trey Dean","00-0038494"
"1660","Xavier Gipson","00-0038496"
"1661","E.J. Jenkins","00-0038498"
"1662","T.J. Luther","00-0038502"
"1663","Trenton Simpson","00-0038504"
"1664","Tavius Robinson","00-0038505"
"1665","Jordon Riley","00-0038506"
"1666","Jerome Carvin","00-0038509"
"1667","Cam Jones","00-0038513"
"1668","Truman Jones","00-0038514"
"1669","Nikko Remigio","00-0038519"
"1670","Reese Taylor","00-0038521"
"1671","Kahlef Hailassie","00-0038523"
"1672","D.J. Johnson","00-0038535"
"1673","Chandler Zavala","00-0038536"
"1674","Paris Johnson","00-0038540"
"1675","Tyree Wilson","00-0038541"
"1676","Bijan Robinson","00-0038542"
"1677","Jaxon Smith-Njigba","00-0038543"
"1678","Quentin Johnston","00-0038544"
"1679","Mazi Smith","00-0038545"
"1680","Myles Murphy","00-0038546"
"1681","Luke Schoonmaker","00-0038547"
"1682","O'Cyrus Torrence","00-0038548"
"1683","D.J. Turner","00-0038549"
"1684","Hendon Hooker","00-0038550"
"1685","Kendre Miller","00-0038551"
"1686","Riley Moss","00-0038552"
"1687","Daiyan Henley","00-0038553"
"1688","Ji'Ayir Brown","00-0038554"
"1689","Tank Bigsby","00-0038555"
"1690","DeMarvion Overshown","00-0038556"
"1691","Dorian Williams","00-0038557"
"1692","Darnell Washington","00-0038558"
"1693","Michael Wilson","00-0038559"
"1694","Jordan Battle","00-0038560"
"1695","Siaki Ika","00-0038561"
"1696","Jake Moody","00-0038562"
"1697","Tre Tucker","00-0038563"
"1698","Cameron Latu","00-0038564"
"1699","Mekhi Blackmon","00-0038565"
"1700","Nick Saldiveri","00-0038566"
"1701","Chad Ryland","00-0038567"
"1702","Clark Phillips","00-0038568"
"1703","Sidy Sow","00-0038569"
"1704","Ventrell Miller","00-0038570"
"1705","Jon Gaines","00-0038571"
"1706","Cameron Young","00-0038572"
"1707","Derius Davis","00-0038573"
"1708","Isaiah McGuire","00-0038574"
"1709","Viliami Fehoko","00-0038575"
"1710","Charlie Jones","00-0038576"
"1711","Nick Herbig","00-0038577"
"1712","Jay Ward","00-0038578"
"1713","Aidan O'Connell","00-0038579"
"1714","Yasir Abdullah","00-0038580"
"1715","K.J. Henry","00-0038581"
"1716","Clayton Tune","00-0038582"
"1717","Dorian Thompson-Robinson","00-0038583"
"1718","Jaquelin Roy","00-0038584"
"1719","Cameron Mitchell","00-0038585"
"1720","Atonio Mafi","00-0038586"
"1721","Jammie Robinson","00-0038587"
"1722","Jordan Howden","00-0038588"
"1723","Josh Whyle","00-0038589"
"1724","Justin Shorter","00-0038590"
"1725","Mike Morris","00-0038591"
"1726","Colby Sorsdal","00-0038592"
"1727","Olusegun Oluwatimi","00-0038593"
"1728","Darrell Luter","00-0038594"
"1729","Jordan McFadden","00-0038595"
"1730","Antonio Johnson","00-0038596"
"1731","Chase Brown","00-0038597"
"1732","Jaren Hall","00-0038598"
"1733","Henry To'oTo'o","00-0038599"
"1734","Owen Pappoe","00-0038600"
"1735","Asim Richards","00-0038601"
"1736","Christopher Smith","00-0038602"
"1737","Robert Beal","00-0038603"
"1738","Eric Scott","00-0038604"
"1739","J.L. Skinner","00-0038605"
"1740","Parker Washington","00-0038606"
"1741","Jaelyn Duncan","00-0038607"
"1742","Kayshon Boutte","00-0038608"
"1743","Luke Wypler","00-0038609"
"1744","Bryce Baringer","00-0038610"
"1745","Chris Rodriguez","00-0038611"
"1746","A.T. Perry","00-0038612"
"1747","Jerrick Reed","00-0038613"
"1748","Scott Matlock","00-0038614"
"1749","Jarrett Patterson","00-0038615"
"1750","Christian Braswell","00-0038616"
"1751","Amari Burney","00-0038617"
"1752","Xavier Hutchinson","00-0038618"
"1753","Andrei Iosivas","00-0038619"
"1754","Erick Hallett","00-0038620"
"1755","Demario Douglas","00-0038621"
"1756","Deuce Vaughn","00-0038622"
"1757","Dante Stills","00-0038623"
"1758","Ameer Speed","00-0038624"
"1759","Dee Winters","00-0038625"
"1760","Brad Robbins","00-0038626"
"1761","Antoine Green","00-0038627"
"1762","DeMarcco Hellams","00-0038628"
"1763","Jovaughn Gwyn","00-0038629"
"1764","Cooper Hodges","00-0038630"
"1765","Colton Dowell","00-0038632"
"1766","Nick Broeker","00-0038633"
"1767","Nesta Jade Silvera","00-0038634"
"1768","Andre Jones","00-0038635"
"1769","Kenny McIntosh","00-0038636"
"1770","Cory Trice","00-0038639"
"1771","Jalen Brooks","00-0038640"
"1772","Isaiah Bolden","00-0038641"
"1773","D.J. Ivey","00-0038642"
"1774","Brayden Willis","00-0038643"
"1775","Brandon Hill","00-0038644"
"1776","Spencer Anderson","00-0038645"
"1777","Alex Austin","00-0038646"
"1778","Ronnie Bell","00-0038647"
"1779","Jalen Graham","00-0038648"
"1780","Alex Forsyth","00-0038649"
"1781","Cory Durden","00-0038653"
"1782","Adrian Martinez","00-0038658"
"1783","Trevor Nowaske","00-0038660"
"1784","Chris Smith","00-0038661"
"1785","Starling Thomas","00-0038663"
"1786","Elijah Cooks","00-0038667"
"1787","Kaleb Hayes","00-0038668"
"1788","Dequan Jackson","00-0038669"
"1789","Richard Gouraige","00-0038676"
"1790","Jordan Mims","00-0038678"
"1791","Tyrell Shavers","00-0038679"
"1792","Mitchell Agude","00-0038682"
"1793","Ethan Bonner","00-0038684"
"1794","Christopher Brooks","00-0038685"
"1795","Brandon Pili","00-0038694"
"1796","Keidron Smith","00-0038696"
"1797","Kendell Brooks","00-0038703"
"1798","Emari Demercado","00-0038705"
"1799","Jacob Slade","00-0038708"
"1800","Blake Whiteheart","00-0038710"
"1801","Mohamoud Diabate","00-0038711"
"1802","Ronnie Hickman","00-0038715"
"1803","Jeremiah Martin","00-0038716"
"1804","Tanner McCalister","00-0038717"
"1805","Julian Hill","00-0038720"
"1806","Ali Gaye","00-0038724"
"1807","Jesse Matthews","00-0038726"
"1808","Xazavian Valladay","00-0038727"
"1809","Jared Wayne","00-0038728"
"1810","Kilian Zierer","00-0038729"
"1811","T.J. Bass","00-0038731"
"1812","Earl Bostick","00-0038732"
"1813","Princeton Fant","00-0038735"
"1814","Isaiah Land","00-0038737"
"1815","Hunter Luepke","00-0038738"
"1816","Jalen Moreno-Cropper","00-0038740"
"1817","John Stephens","00-0038741"
"1818","Tyrus Wheat","00-0038742"
"1819","Jake Bobo","00-0038752"
"1820","Patrick O'Connell","00-0038764"
"1821","Ty Okada","00-0038765"
"1822","Chris Stoll","00-0038769"
"1823","Jonathan Sutherland","00-0038770"
"1824","Jalen Redmond","00-0038778"
"1825","Rejzohn Wright","00-0038781"
"1826","Eku Leota","00-0038782"
"1827","Nate Adkins","00-0038783"
"1828","Henry Byrd","00-0038785"
"1829","Art Green","00-0038788"
"1830","Marcus Haynes","00-0038790"
"1831","Thomas Incoom","00-0038791"
"1832","Demontrey Jacobs","00-0038792"
"1833","Jaleel McLaughlin","00-0038794"
"1834","P.J. Mustipher","00-0038795"
"1835","Alex Palczewski","00-0038796"
"1836","Emanuel Wilson","00-0038797"
"1837","Abraham Beauplan","00-0038800"
"1838","Andre Carter","00-0038801"
"1839","Ivan Pace","00-0038807"
"1840","Ben Sims","00-0038809"
"1841","Thayer Thomas","00-0038810"
"1842","NaJee Thompson","00-0038811"
"1843","Evan Deckers","00-0038817"
"1844","Luke Haggard","00-0038818"
"1845","Christian Izien","00-0038820"
"1846","Rakim Jarrett","00-0038821"
"1847","Kaevon Merriweather","00-0038823"
"1848","Ryan Miller","00-0038824"
"1849","Raiqwon O'Neal","00-0038826"
"1850","Tanner Taula","00-0038828"
"1851","Kazmeir Allen","00-0038830"
"1852","Mitchell Tinsley","00-0038839"
"1853","Brycen Tremayne","00-0038840"
"1854","Anthony Kendall","00-0038848"
"1855","Caleb Murphy","00-0038851"
"1856","John Ojukwu","00-0038852"
"1857","Otis Reese","00-0038853"
"1858","Thomas Rush","00-0038854"
"1859","Jerrod Clark","00-0038861"
"1860","Elijah Dotson","00-0038862"
"1861","Andrew Farmer","00-0038865"
"1862","A.J. Finley","00-0038866"
"1863","Ontaria Wilson","00-0038873"
"1864","Joey Fisher","00-0038876"
"1865","D'Shawn Jamison","00-0038877"
"1866","Shaka Heyward","00-0038890"
"1867","Shedrick Jackson","00-0038891"
"1868","Jaxson Kirkland","00-0038892"
"1869","Blake Grupe","00-0038905"
"1870","Anfernee Orji","00-0038908"
"1871","Malik Cunningham","00-0038911"
"1872","Johnny Lumpkin","00-0038913"
"1873","McClendon Curtis","00-0038914"
"1874","Drake Thomas","00-0038922"
"1875","Dalton Wagner","00-0038923"
"1876","Silas Dzansi","00-0038924"
"1877","Carlos Washington","00-0038930"
"1878","Darnell Wright","00-0038932"
"1879","Dalton Kincaid","00-0038933"
"1880","Anton Harrison","00-0038934"
"1881","Brenton Strange","00-0038935"
"1882","Juice Scruggs","00-0038936"
"1883","Zacch Pickens","00-0038937"
"1884","Jalin Hyatt","00-0038938"
"1885","Brodric Martin","00-0038939"
"1886","Tyler Lacy","00-0038940"
"1887","Tyler Scott","00-0038941"
"1888","Cameron McCutcheon","00-0038946"
"1889","Sean Tucker","00-0038951"
"1890","Dylan Drummond","00-0038953"
"1891","Ekow Boye-Doe","00-0038956"
"1892","Markees Watts","00-0038958"
"1893","Natrone Brooks","00-0038966"
"1894","Kearis Jackson","00-0038969"
"1895","Marvin Mims","00-0038976"
"1896","Tank Dell","00-0038977"
"1897","Byron Young","00-0038978"
"1898","Cedric Tillman","00-0038979"
"1899","Zach Harrison","00-0038980"
"1900","Wanya Morris","00-0038981"
"1901","Chamarri Conner","00-0038982"
"1902","B.J. Thompson","00-0038983"
"1903","Kei'Trel Clark","00-0038984"
"1904","Keondre Coburn","00-0038985"
"1905","Nic Jones","00-0038986"
"1906","Jordan Addison","00-0038994"
"1907","Bryan Bresee","00-0038995"
"1908","Tucker Kraft","00-0038996"
"1909","Josh Downs","00-0038997"
"1910","Jake Haener","00-0038998"
"1911","Jordan Murray","00-0038999"
"1912","Deonte Banks","00-0039000"
"1913","Tyler Steen","00-0039001"
"1914","Sydney Brown","00-0039002"
"1915","Drew Sanders","00-0039003"
"1916","Carter Warren","00-0039004"
"1917","Jaylon Thomas","00-0039005"
"1918","Felix Anudike-Uzomah","00-0039006"
"1919","Garrett Williams","00-0039007"
"1920","Ricky Stromberg","00-0039008"
"1921","Dylan Horton","00-0039009"
"1922","Braeden Daniels","00-0039010"
"1923","Nolan Smith","00-0039013"
"1924","Dawand Jones","00-0039014"
"1925","Jack Campbell","00-0039018"
"1926","John Michael Schmitz","00-0039019"
"1927","Anthony Bradford","00-0039020"
"1928","Roschon Johnson","00-0039021"
"1929","Joel Wilson","00-0039023"
"1930","Jake Andrews","00-0039030"
"1931","Adetomiwa Adebawore","00-0039031"
"1932","Tyjae Spears","00-0039032"
"1933","Peter Skoronski","00-0039034"
"1934","DaShaun White","00-0039038"
"1935","Devon Achane","00-0039040"
"1936","Elijah Higgins","00-0039041"
"1937","Ryan Hayes","00-0039042"
"1938","Derick Hall","00-0039047"
"1939","Matthew Bergeron","00-0039048"
"1940","SirVocea Dennis","00-0039049"
"1941","Payne Durham","00-0039050"
"1942","Josh Hayes","00-0039051"
"1943","Trey Palmer","00-0039052"
"1944","Jose Ramirez","00-0039053"
"1945","Marte Mapu","00-0039054"
"1946","Steve Avila","00-0039058"
"1947","Ethan Evans","00-0039059"
"1948","Jason Taylor","00-0039060"
"1949","Desjuan Johnson","00-0039061"
"1950","Jonathan Mingo","00-0039062"
"1951","Calijah Kancey","00-0039063"
"1952","Zay Flowers","00-0039064"
"1953","Sam LaPorta","00-0039065"
"1954","Michael Mayer","00-0039066"
"1955","Rashee Rice","00-0039067"
"1956","YaYa Diaby","00-0039068"
"1957","Gervon Dexter","00-0039070"
"1958","Tyrique Stevenson","00-0039071"
"1959","Jakorian Bennett","00-0039072"
"1960","Davis Allen","00-0039074"
"1961","Puka Nacua","00-0039075"
"1962","Nick Hampton","00-0039076"
"1963","Warren McClendon","00-0039077"
"1964","Stetson Bennett","00-0039107"
"1965","Will Anderson","00-0039108"
"1966","Broderick Jones","00-0039109"
"1967","Keeanu Benton","00-0039110"
"1968","Tuli Tuipulotu","00-0039111"
"1969","Lukas Van Ness","00-0039112"
"1970","Cam Smith","00-0039133"
"1971","Tre'Vius Tomlinson","00-0039134"
"1972","Ochaun Mathis","00-0039135"
"1973","Zach Evans","00-0039136"
"1974","Byron Young","00-0039137"
"1975","Kobie Turner","00-0039138"
"1976","Jahmyr Gibbs","00-0039139"
"1977","Kelee Ringo","00-0039140"
"1978","Brian Branch","00-0039141"
"1979","Will McDonald","00-0039142"
"1980","Isaiah Foskey","00-0039143"
"1981","Luke Musgrave","00-0039144"
"1982","Joe Tippmann","00-0039145"
"1983","Jayden Reed","00-0039146"
"1984","Christian Gonzalez","00-0039147"
"1985","Keion White","00-0039148"
"1986","Quan Martin","00-0039149"
"1987","Bryce Young","00-0039150"
"1988","Emmanuel Forbes","00-0039151"
"1989","Will Levis","00-0039152"
"1990","B.J. Ojulari","00-0039155"
"1991","Julius Brents","00-0039156"
"1992","Cody Mauch","00-0039157"
"1993","Blake Freeland","00-0039158"
"1994","C.J. Stroud","00-0039163"
"1995","Anthony Richardson","00-0039164"
"1996","Zach Charbonnet","00-0039165"
"1997","Joey Porter","00-0039167"
"1998","Devon Witherspoon","00-0039169"
"1999","Jake Bates","00-0039172"
"2000","Kenneth Odumegwu","00-0039173"
"2001","Chukwuebuka Godrick","00-0039174"
"2002","Junior Aho","00-0039175"
"2003","Basil Okoye","00-0039176"
"2004","David Ebuka Agoha","00-0039177"
"2005","Austin Ajiake","00-0039178"
"2006","Durell Nchami","00-0039207"
"2007","Louis Rees-Zammit","00-0039228"
"2008","Charlie Smyth","00-0039229"
"2009","Dante Miller","00-0039230"
"2010","Patrick Murtagh","00-0039231"
"2011","Nate Wiggins","00-0039232"
"2012","Roger Rosengarten","00-0039233"
"2013","T.J. Tampa","00-0039234"
"2014","Sanoussi Kane","00-0039235"
"2015","Johnny Wilson","00-0039236"
"2016","Nick Samac","00-0039237"
"2017","Michael Pratt","00-0039238"
"2018","Kalen King","00-0039239"
"2019","Beau Brade","00-0039241"
"2020","Corey Bullock","00-0039242"
"2021","Chris Collier","00-0039244"
"2022","Ryan Cooper","00-0039245"
"2023","Darrian Dalcourt","00-0039246"
"2024","Deion Jennings","00-0039250"
"2025","Julian Pearl","00-0039251"
"2026","Dayton Wade","00-0039259"
"2027","Gottlieb Ayedze","00-0039262"
"2028","McCallan Castles","00-0039263"
"2029","Anim Dankwah","00-0039264"
"2030","Gabe Hall","00-0039265"
"2031","Kendall Milton","00-0039266"
"2032","Andre' Sam","00-0039267"
"2033","James Ester","00-0039269"
"2034","Donovan Jennings","00-0039272"
"2035","Messiah Swinson","00-0039275"
"2036","Jimmy Ciarlo","00-0039277"
"2037","Brady Latham","00-0039283"
"2038","Braiden McGregor","00-0039284"
"2039","Jarius Monroe","00-0039285"
"2040","Marcus Riley","00-0039286"
"2041","Jackson Sirmon","00-0039288"
"2042","Leonard Taylor","00-0039289"
"2043","Eric Watts","00-0039291"
"2044","Shemar Bartholomew","00-0039292"
"2045","Garret Greenfield","00-0039297"
"2046","George Holani","00-0039299"
"2047","Mike Novitsky","00-0039303"
"2048","Jack Westover","00-0039305"
"2049","Dee Williams","00-0039306"
"2050","Byron Murphy","00-0039309"
"2051","Trevor Keegan","00-0039310"
"2052","Emani Bailey","00-0039311"
"2053","Miles Battle","00-0039312"
"2054","Swayze Bozeman","00-0039313"
"2055","Baylor Cupp","00-0039316"
"2056","Ethan Driskell","00-0039317"
"2057","Curtis Jacobs","00-0039318"
"2058","Fabien Lovett","00-0039319"
"2059","McKade Mettauer","00-0039321"
"2060","Ryan Rehkow","00-0039323"
"2061","Christian Roland-Wallace","00-0039324"
"2062","Carson Steele","00-0039325"
"2063","Julian Hicks","00-0039329"
"2064","Emory Jones","00-0039331"
"2065","C.J. Ravenell","00-0039332"
"2066","Brandon Codrington","00-0039333"
"2067","Malik Nabers","00-0039337"
"2068","Brock Bowers","00-0039338"
"2069","Taliese Fuaga","00-0039339"
"2070","Laiatu Latu","00-0039340"
"2071","Tyler Guyton","00-0039341"
"2072","Xavier Legette","00-0039342"
"2073","Kamari Lassiter","00-0039343"
"2074","Jonathon Brooks","00-0039344"
"2075","Renardo Green","00-0039345"
"2076","Junior Colson","00-0039346"
"2077","Trevin Wallace","00-0039347"
"2078","Cooper Beebe","00-0039348"
"2079","Delmar Glaze","00-0039349"
"2080","Zak Zinter","00-0039350"
"2081","Dominick Puni","00-0039351"
"2082","Marist Liufau","00-0039352"
"2083","Jarrian Jones","00-0039353"
"2084","McKinnley Jackson","00-0039354"
"2085","Luke McCaffrey","00-0039355"
"2086","Ja'Tavion Sanders","00-0039356"
"2087","Decamerion Richardson","00-0039357"
"2088","Mason McCormick","00-0039358"
"2089","Cade Stover","00-0039359"
"2090","Malik Mustapha","00-0039360"
"2091","Bucky Irving","00-0039361"
"2092","Giovanni Manu","00-0039362"
"2093","Isaac Guerendo","00-0039363"
"2094","Sione Vaki","00-0039364"
"2095","Jacob Cowing","00-0039365"
"2096","Tarheeb Still","00-0039366"
"2097","Xavier Thomas","00-0039367"
"2098","Jordan Magee","00-0039368"
"2099","Cam Hart","00-0039369"
"2100","J.D. Bertrand","00-0039370"
"2101","Kris Abrams-Draine","00-0039371"
"2102","Jarvis Brownlee","00-0039372"
"2103","Audric Estime","00-0039373"
"2104","Tommy Eichenberg","00-0039374"
"2105","Josh Newton","00-0039375"
"2106","Spencer Rattler","00-0039376"
"2107","Jaylon Carlies","00-0039377"
"2108","Deantre Prince","00-0039378"
"2109","Jamari Thrash","00-0039379"
"2110","Chau Smith-Wade","00-0039380"
"2111","Dominique Hampton","00-0039381"
"2112","Christian Jones","00-0039382"
"2113","Jaylin Simpson","00-0039383"
"2114","Tyrone Tracy","00-0039384"
"2115","Keilan Robinson","00-0039385"
"2116","Bub Means","00-0039386"
"2117","Caelen Carson","00-0039387"
"2118","Jaylan Ford","00-0039388"
"2119","Logan Lee","00-0039389"
"2120","Marcellas Dial","00-0039390"
"2121","Kimani Vidal","00-0039391"
"2122","Jha'Quan Jackson","00-0039392"
"2123","Jase McClellan","00-0039393"
"2124","Casey Washington","00-0039394"
"2125","Jamal Hill","00-0039395"
"2126","Mekhi Wingo","00-0039396"
"2127","Tejhaun Palmer","00-0039397"
"2128","Joe Milton","00-0039398"
"2129","Tanner McLachlan","00-0039399"
"2130","Zion Logue","00-0039400"
"2131","Khristian Boyd","00-0039401"
"2132","Jaden Crumedy","00-0039402"
"2133","Micah Abraham","00-0039403"
"2134","Will Reichard","00-0039404"
"2135","Jawhar Jordan","00-0039405"
"2136","Nathaniel Watson","00-0039406"
"2137","Dylan Laube","00-0039407"
"2138","Christian Mahogany","00-0039408"
"2139","Cam Little","00-0039409"
"2140","Ryan Flournoy","00-0039410"
"2141","Elijah Klein","00-0039411"
"2142","Javontae Jean-Baptiste","00-0039412"
"2143","Trey Taylor","00-0039413"
"2144","Daijahn Anthony","00-0039414"
"2145","Brenden Rice","00-0039415"
"2146","Jaden Davis","00-0039416"
"2147","Myles Harden","00-0039417"
"2148","M.J. Devonshire","00-0039418"
"2149","Michael Jurgens","00-0039419"
"2150","Jaheim Bell","00-0039420"
"2151","Levi Drake Rodriguez","00-0039421"
"2152","Nathan Thomas","00-0039422"
"2153","Jonah Laulu","00-0039423"
"2154","Devaughn Vele","00-0039424"
"2155","Myles Cole","00-0039425"
"2156","Matt Lee","00-0039426"
"2157","Solomon Byrd","00-0039427"
"2158","Josiah Ezirim","00-0039428"
"2159","Michael Barrett","00-0039429"
"2160","James Williams","00-0039430"
"2161","Jowon Briggs","00-0039431"
"2162","Justin Rogers","00-0039432"
"2163","Marcus Harris","00-0039433"
"2164","LaDarius Henderson","00-0039434"
"2165","Tatum Bethune","00-0039435"
"2166","Jaylen Harrell","00-0039436"
"2167","Cornelius Johnson","00-0039437"
"2168","Nick Gargiulo","00-0039438"
"2169","Kingsley Eguakun","00-0039442"
"2170","DaRon Gilbert","00-0039444"
"2171","Hogan Hatten","00-0039445"
"2172","Bryan Hudson","00-0039446"
"2173","Nate Lynn","00-0039447"
