"","kicker_player_name","kicker_player_id","yardline_100","result"
"829","Z.Gonzalez","00-0033862",34,0
"830","Y.Koo","00-0033702",2,1
"831","W.Reichard","00-0039404",29,0
"832","Y.Koo","00-0033702",11,1
"833","J.Karty","00-0039750",3,1
"834","E.Pineiro","00-0034173",20,1
"835","J.Elliott","00-0033787",34,0
"836","J.Moody","00-0038562",5,1
"837","B.Aubrey","00-0037692",17,1
"838","C.York","00-0038097",19,1
"839","B.Aubrey","00-0037692",29,1
"840","C.York","00-0038097",10,1
"841","C.Boswell","00-0031136",12,1
"842","C.Boswell","00-0031136",36,1
"843","D.Hopkins","00-0030098",20,0
"844","D.Hopkins","00-0030098",25,0
"845","J.Bates","00-0039172",25,1
"846","B.McManus","00-0029822",14,1
"847","J.Bates","00-0039172",17,1
"848","N.Folk","00-0025565",27,1
"849","N.Folk","00-0025565",21,1
"850","C.Little","00-0039409",5,1
"851","M.Wright","00-0035189",29,1
"852","M.Wright","00-0035189",15,1
"853","M.Wright","00-0035189",32,1
"854","C.Dicker","00-0037224",19,1
"855","M.Wright","00-0035189",13,1
"856","D.Carlson","00-0034161",6,1
"857","D.Carlson","00-0034161",8,1
"858","B.Grupe","00-0038905",35,0
"859","G.Gano","00-0026858",25,1
"860","B.Grupe","00-0038905",42,0
"861","G.Gano","00-0026858",17,0
"862","A.Carlson","00-0038402",10,1
"863","J.Sanders","00-0034794",21,1
"864","J.Sanders","00-0034794",6,1
"865","A.Carlson","00-0038402",12,1
"866","J.Sanders","00-0034794",39,1
"867","A.Carlson","00-0038402",22,1
"868","A.Carlson","00-0038402",24,1
"869","J.Sanders","00-0034794",34,1
"870","J.Myers","00-0031492",2,1
"871","C.Ryland","00-0038567",9,1
"872","J.Myers","00-0031492",18,1
"873","C.Ryland","00-0038567",21,0
"874","J.Myers","00-0031492",17,1
"875","D.Carlson","00-0034161",33,1
"876","Y.Koo","00-0033702",22,1
"877","Y.Koo","00-0033702",30,1
"878","Y.Koo","00-0033702",24,0
"879","T.Bass","00-0036162",6,0
"880","J.Bates","00-0039172",34,0
"881","T.Bass","00-0036162",32,1
"882","T.Bass","00-0036162",23,1
"883","W.Reichard","00-0039404",34,1
"884","W.Reichard","00-0039404",13,1
"885","C.Santos","00-0031203",11,1
"886","C.Santos","00-0031203",21,1
"887","W.Reichard","00-0039404",28,1
"888","C.York","00-0038097",3,1
"889","B.Aubrey","00-0037692",34,1
"890","B.Aubrey","00-0037692",52,0
"891","B.Aubrey","00-0037692",27,1
"892","B.Aubrey","00-0037692",23,1
"893","J.Myers","00-0031492",30,1
"894","B.McManus","00-0029822",20,1
"895","B.McManus","00-0029822",3,1
"896","J.Myers","00-0031492",26,1
"897","B.McManus","00-0029822",5,1
"898","M.Gay","00-0035269",18,1
"899","M.Gay","00-0035269",32,1
"900","W.Lutz","00-0032569",26,1
"901","H.Butker","00-0033303",11,0
"902","J.Moody","00-0038562",35,1
"903","J.Karty","00-0039750",30,1
"904","J.Moody","00-0038562",29,1
"905","J.Karty","00-0039750",5,1
"906","J.Karty","00-0039750",8,1
"907","J.Karty","00-0039750",11,1
"908","K.Fairbairn","00-0032726",26,1
"909","J.Sanders","00-0034794",37,1
"910","J.Sanders","00-0034794",18,1
"911","K.Fairbairn","00-0032726",5,1
"912","J.Slye","00-0035192",34,0
"913","C.Ryland","00-0038567",31,1
"914","J.Slye","00-0035192",32,1
"915","C.Ryland","00-0038567",17,1
"916","C.Ryland","00-0038567",21,1
"917","C.Little","00-0039409",10,1
"918","C.Little","00-0039409",5,1
"919","A.Carlson","00-0038402",25,1
"920","C.Little","00-0039409",25,1
"921","A.Carlson","00-0038402",30,0
"922","C.Little","00-0039409",25,1
"923","J.Elliott","00-0033787",16,1
"924","C.Boswell","00-0031136",19,1
"925","C.Boswell","00-0031136",31,1
"926","J.Elliott","00-0033787",23,1
"927","C.McLaughlin","00-0035358",3,1
"928","C.Dicker","00-0037224",23,1
"929","C.McLaughlin","00-0035358",19,1
"930","C.McLaughlin","00-0035358",24,1
"931","C.McLaughlin","00-0035358",25,1
"932","G.Joseph","00-0034450",5,1
"933","G.Joseph","00-0034450",23,1
"934","B.Grupe","00-0038905",23,1
"935","B.Grupe","00-0038905",33,1
"936","G.Joseph","00-0034450",36,0
"937","C.Ryland","00-0038567",30,1
"938","E.Pineiro","00-0034173",11,1
"939","C.Ryland","00-0038567",12,1
"940","C.Ryland","00-0038567",39,1
"941","C.York","00-0038097",28,0
"942","C.York","00-0038097",41,1
"943","C.Dicker","00-0037224",19,1
"944","C.Dicker","00-0037224",47,1
"945","W.Lutz","00-0032569",23,1
"946","W.Lutz","00-0032569",37,1
"947","J.Bates","00-0039172",12,1
"948","J.Bates","00-0039172",16,1
"949","J.Bates","00-0039172",47,0
"950","C.Santos","00-0031203",12,1
"951","K.Fairbairn","00-0032726",15,1
"952","H.Butker","00-0033303",26,1
"953","K.Fairbairn","00-0032726",20,1
"954","H.Butker","00-0033303",9,1
"955","D.Carlson","00-0034161",31,1
"956","D.Carlson","00-0034161",19,1
"957","D.Carlson","00-0034161",28,0
"958","A.Carlson","00-0038402",3,1
"959","J.Karty","00-0039750",20,1
"960","J.Karty","00-0039750",27,1
"961","A.Carlson","00-0038402",31,0
"962","W.Reichard","00-0039404",34,1
"963","J.Myers","00-0031492",25,1
"964","W.Reichard","00-0039404",30,1
"965","J.Myers","00-0031492",42,0
"966","T.Bass","00-0036162",32,1
"967","B.McManus","00-0029822",37,1
"968","B.McManus","00-0029822",28,1
"969","R.Patterson","00-0036816",25,0
"970","R.Patterson","00-0036816",34,1
"971","R.Patterson","00-0036816",18,1
"972","J.Elliott","00-0033787",38,0
"973","J.Elliott","00-0033787",6,1
"974","J.Elliott","00-0033787",22,1
"975","J.Elliott","00-0033787",32,1
"976","J.Elliott","00-0033787",22,1
"977","J.Tucker","00-0029597",33,1
"978","C.Boswell","00-0031136",33,1
"979","J.Tucker","00-0029597",6,1
"980","J.Sanders","00-0034794",26,1
"981","J.Sanders","00-0034794",20,1
"982","J.Moody","00-0038562",3,1
"983","J.Sanders","00-0034794",36,1
"984","J.Moody","00-0038562",23,0
"985","J.Sanders","00-0034794",15,1
"986","J.Sanders","00-0034794",30,1
"987","B.Aubrey","00-0037692",40,1
"988","B.Aubrey","00-0037692",31,1
"989","B.Aubrey","00-0037692",40,1
"990","B.Aubrey","00-0037692",35,1
"991","C.McLaughlin","00-0035358",27,1
"992","B.Narveson","00-0039649",35,0
"993","M.Gay","00-0035269",13,1
"994","M.Gay","00-0035269",37,0
"995","J.Karty","00-0039750",35,1
"996","C.Ryland","00-0038567",10,1
"997","J.Karty","00-0039750",7,1
"998","R.Patterson","00-0036816",21,1
"999","Z.Gonzalez","00-0033862",12,1
"1000","R.Patterson","00-0036816",38,0
"1001","J.Tucker","00-0029597",34,1
"1002","C.McLaughlin","00-0035358",5,1
"1003","C.McLaughlin","00-0035358",16,1
"1004","E.Pineiro","00-0034173",35,0
"1005","J.Elliott","00-0033787",13,1
"1006","J.Elliott","00-0033787",8,1
"1007","B.Aubrey","00-0037692",43,0
"1008","W.Lutz","00-0032569",12,1
"1009","C.York","00-0038097",3,1
"1010","C.York","00-0038097",15,0
"1011","J.Moody","00-0038562",33,0
"1012","J.Bates","00-0039172",39,1
"1013","J.Moody","00-0038562",40,0
"1014","J.Bates","00-0039172",24,1
"1015","W.Reichard","00-0039404",39,0
"1016","B.McManus","00-0029822",4,1
"1017","W.Reichard","00-0039404",7,1
"1018","W.Reichard","00-0039404",32,1
"1019","W.Reichard","00-0039404",25,0
"1020","M.Gay","00-0035269",13,1
"1021","M.Gay","00-0035269",35,0
"1022","M.Gay","00-0035269",11,1
"1023","G.Gano","00-0026858",12,1
"1024","H.Butker","00-0033303",13,1
"1025","C.Boswell","00-0031136",18,1
"1026","C.Dicker","00-0037224",9,1
"1027","C.Dicker","00-0037224",20,1
"1028","C.Dicker","00-0037224",23,1
"1029","C.Dicker","00-0037224",17,1
"1030","D.Carlson","00-0034161",13,1
"1031","D.Carlson","00-0034161",21,1
"1032","B.Grupe","00-0038905",16,1
"1033","D.Carlson","00-0034161",36,1
"1034","D.Carlson","00-0034161",7,1
"1035","J.Sanders","00-0034794",36,1
"1036","D.Hopkins","00-0030098",7,1
"1037","J.Sanders","00-0034794",21,1
"1038","T.Bass","00-0036162",21,1
"1039","J.Myers","00-0031492",9,1
"1040","C.Santos","00-0031203",24,1
"1041","J.Myers","00-0031492",32,1
"1042","C.Little","00-0039409",30,1
"1043","C.Little","00-0039409",26,1
"1044","M.Wright","00-0035189",21,1
"1045","M.Wright","00-0035189",10,1
"1046","T.Bass","00-0036162",31,1
"1047","J.Slye","00-0035192",23,1
"1048","J.Slye","00-0035192",24,1
"1049","J.Slye","00-0035192",31,1
"1050","R.Patterson","00-0036816",13,1
"1051","E.Pineiro","00-0034173",17,1
"1052","R.Patterson","00-0036816",34,0
"1053","B.McManus","00-0029822",19,1
"1054","B.McManus","00-0029822",12,1
"1055","B.McManus","00-0029822",37,1
"1056","C.Santos","00-0031203",33,1
"1057","C.York","00-0038097",30,1
"1058","C.York","00-0038097",9,1
"1059","C.York","00-0038097",17,1
"1060","C.York","00-0038097",5,1
"1061","C.Boswell","00-0031136",36,1
"1062","D.Hopkins","00-0030098",5,1
"1063","M.Wright","00-0035189",17,1
"1064","K.Fairbairn","00-0032726",9,1
"1065","M.Wright","00-0035189",20,1
"1066","C.Little","00-0039409",35,1
"1067","M.Gay","00-0035269",31,1
"1068","C.Little","00-0039409",9,1
"1069","M.Gay","00-0035269",18,1
"1070","M.Gay","00-0035269",33,0
"1071","M.Gay","00-0035269",27,1
"1072","C.Little","00-0039409",35,1
"1073","M.Gay","00-0035269",20,1
"1074","H.Butker","00-0033303",33,0
"1075","W.Lutz","00-0032569",15,1
"1076","C.Dicker","00-0037224",33,0
"1077","D.Carlson","00-0034161",22,1
"1078","C.Dicker","00-0037224",15,1
"1079","C.Dicker","00-0037224",14,1
"1080","C.Dicker","00-0037224",31,1
"1081","C.Dicker","00-0037224",1,1
"1082","D.Carlson","00-0034161",29,1
"1083","J.Sanders","00-0034794",8,1
"1084","J.Sanders","00-0034794",10,1
"1085","G.Joseph","00-0034450",2,1
"1086","W.Reichard","00-0039404",7,1
"1087","W.Reichard","00-0039404",13,1
"1088","J.Bates","00-0039172",30,1
"1089","W.Reichard","00-0039404",33,1
"1090","W.Reichard","00-0039404",34,0
"1091","B.Grupe","00-0038905",16,1
"1092","C.McLaughlin","00-0035358",34,1
"1093","B.Grupe","00-0038905",21,1
"1094","C.McLaughlin","00-0035358",7,1
"1095","B.Grupe","00-0038905",21,1
"1096","B.Grupe","00-0038905",31,1
"1097","J.Elliott","00-0033787",21,0
"1098","J.Elliott","00-0033787",6,1
"1099","G.Gano","00-0026858",7,1
"1100","G.Gano","00-0026858",35,1
"1101","J.Elliott","00-0033787",14,1
"1102","J.Karty","00-0039750",19,1
"1103","J.Myers","00-0031492",38,1
"1104","J.Karty","00-0039750",40,1
"1105","J.Karty","00-0039750",39,1
"1106","J.Karty","00-0039750",20,1
"1107","J.Moody","00-0038562",33,1
"1108","J.Moody","00-0038562",29,0
"1109","C.Ryland","00-0038567",33,1
"1110","C.Ryland","00-0038567",31,1
"1111","B.Aubrey","00-0037692",16,1
"1112","B.Aubrey","00-0037692",23,1
"1113","Z.Gonzalez","00-0033862",29,1
"1114","B.Aubrey","00-0037692",17,1
"1115","B.Aubrey","00-0037692",4,1
"1116","T.Bass","00-0036162",8,1
"1117","W.Lutz","00-0032569",32,0
"1118","T.Bass","00-0036162",9,1
"1119","T.Bass","00-0036162",16,1
"1120","J.Elliott","00-0033787",13,1
"1121","B.McManus","00-0029822",20,0
"1122","B.McManus","00-0029822",8,1
"1123","J.Elliott","00-0033787",12,1
"1124","J.Elliott","00-0033787",14,1
"1125","C.Dicker","00-0037224",16,1
"1126","C.Dicker","00-0037224",21,1
"1127","K.Fairbairn","00-0032726",23,1
"1128","K.Fairbairn","00-0032726",19,1
"1129","K.Fairbairn","00-0032726",12,1
"1130","J.Karty","00-0039750",16,1
"1131","W.Reichard","00-0039404",16,1
"1132","J.Karty","00-0039750",26,1
"1133","C.McLaughlin","00-0035358",32,1
"1134","Z.Gonzalez","00-0033862",33,1
"1135","Z.Gonzalez","00-0033862",4,1
"1136","C.McLaughlin","00-0035358",14,1
"1137","Z.Gonzalez","00-0033862",19,1
"1138","J.Tucker","00-0029597",8,1
"1139","J.Tucker","00-0029597",29,1
"1140","T.Bass","00-0036162",33,1
"1141","T.Bass","00-0036162",2,1
"1142","H.Butker","00-0033303",14,1
"1143","K.Fairbairn","00-0032726",12,1
"1144","H.Butker","00-0033303",18,1
"1145","K.Fairbairn","00-0032726",37,0
"1146","K.Fairbairn","00-0032726",29,1
"1147","H.Butker","00-0033303",9,1
"1148","K.Fairbairn","00-0032726",17,0
"1149","J.Karty","00-0039750",12,1
"1150","J.Karty","00-0039750",16,1
"1151","J.Elliott","00-0033787",26,1
"1152","J.Elliott","00-0033787",5,1
"1153","J.Elliott","00-0033787",19,1
"1154","Z.Gonzalez","00-0033862",29,1
"1155","J.Bates","00-0039172",10,1
"1156","Z.Gonzalez","00-0033862",26,0
"1157","T.Bass","00-0036162",35,1
"1158","H.Butker","00-0033303",17,1
"1159","Z.Gonzalez","00-0033862",16,1
"1160","Z.Gonzalez","00-0033862",28,1
"1161","J.Elliott","00-0033787",36,0
"1162","Z.Gonzalez","00-0033862",24,1
"1163","J.Elliott","00-0033787",30,1
"1164","J.Elliott","00-0033787",11,1
"1165","J.Elliott","00-0033787",30,1
"1166","J.Elliott","00-0033787",32,1
