"","receiver_player_name","receiver_player_id","passer_player_name","passer_player_id","complete_pass","air_yards","yards_after_catch","yards_gained_pass","defteam","interception"
"9069","J.Smith-Njigba","00-0038543","G.Smith","00-0030565",1,0,22,22,"LA",0
"9070","J.Smith-Njigba","00-0038543","G.Smith","00-0030565",0,9,NA,0,"LA",1
"9071","D.Robinson","00-0032775","M.Stafford","00-0026498",1,18,0,18,"SEA",0
"9072","P.Nacua","00-0039075","M.Stafford","00-0026498",0,38,NA,0,"SEA",0
"9073","T.Johnson","00-0036427","M.Stafford","00-0026498",0,2,NA,0,"SEA",0
"9074","C.Kupp","00-0033908","M.Stafford","00-0026498",1,4,2,6,"SEA",0
"9075","C.Kupp","00-0033908","M.Stafford","00-0026498",0,13,NA,0,"SEA",0
"9076","C.White","00-0035891","G.Smith","00-0030565",0,9,NA,0,"LA",0
"9077","J.Smith-Njigba","00-0038543","G.Smith","00-0030565",0,12,NA,0,"LA",0
"9078","D.Robinson","00-0032775","M.Stafford","00-0026498",1,13,0,13,"SEA",0
"9079","C.Kupp","00-0033908","M.Stafford","00-0026498",1,23,0,23,"SEA",0
"9080","P.Nacua","00-0039075","M.Stafford","00-0026498",0,4,NA,0,"SEA",0
"9081","K.Williams","00-0037840","M.Stafford","00-0026498",0,4,NA,0,"SEA",0
"9082",NA,NA,"G.Smith","00-0030565",0,NA,NA,-8,"LA",0
"9083","Z.Charbonnet","00-0039165","G.Smith","00-0030565",1,-2,26,24,"LA",0
"9084","H.Long","00-0037004","M.Stafford","00-0026498",1,1,3,4,"SEA",0
"9085","P.Nacua","00-0039075","M.Stafford","00-0026498",1,-3,14,11,"SEA",0
"9086","T.Johnson","00-0036427","M.Stafford","00-0026498",1,1,5,6,"SEA",0
"9087","C.Kupp","00-0033908","M.Stafford","00-0026498",1,8,11,19,"SEA",0
"9088","C.Kupp","00-0033908","M.Stafford","00-0026498",1,5,2,7,"SEA",0
"9089","T.Johnson","00-0036427","M.Stafford","00-0026498",0,9,NA,0,"SEA",0
"9090","K.Williams","00-0037840","M.Stafford","00-0026498",0,5,NA,0,"SEA",0
"9091","T.Lockett","00-0032211","G.Smith","00-0030565",1,13,0,13,"LA",0
"9092","A.Barner","00-0039793","G.Smith","00-0030565",1,4,2,6,"LA",0
"9093","A.Barner","00-0039793","G.Smith","00-0030565",1,4,2,6,"LA",0
"9094","A.Barner","00-0039793","G.Smith","00-0030565",0,1,NA,0,"LA",0
"9095","A.Barner","00-0039793","G.Smith","00-0030565",0,2,NA,0,"LA",0
"9096","T.Lockett","00-0032211","G.Smith","00-0030565",1,25,5,30,"LA",0
"9097","C.Kupp","00-0033908","M.Stafford","00-0026498",1,5,0,5,"SEA",0
"9098","C.Kupp","00-0033908","M.Stafford","00-0026498",1,14,0,14,"SEA",0
"9099","P.Nacua","00-0039075","M.Stafford","00-0026498",0,31,NA,0,"SEA",1
"9100","J.Smith-Njigba","00-0038543","G.Smith","00-0030565",1,44,2,46,"LA",0
"9101","J.Smith-Njigba","00-0038543","G.Smith","00-0030565",0,24,NA,0,"LA",0
"9102","J.Smith-Njigba","00-0038543","G.Smith","00-0030565",1,24,0,24,"LA",0
"9103","D.Robinson","00-0032775","M.Stafford","00-0026498",1,19,2,21,"SEA",0
"9104",NA,NA,"M.Stafford","00-0026498",0,-3,NA,0,"SEA",0
"9105","C.Kupp","00-0033908","M.Stafford","00-0026498",1,6,3,9,"SEA",0
"9106","C.Kupp","00-0033908","M.Stafford","00-0026498",1,-2,1,-1,"SEA",0
"9107","D.Robinson","00-0032775","M.Stafford","00-0026498",1,1,0,1,"SEA",0
"9108",NA,NA,"G.Smith","00-0030565",0,NA,NA,-4,"LA",0
"9109","T.Atwell","00-0036849","M.Stafford","00-0026498",0,18,NA,0,"SEA",0
"9110","D.Robinson","00-0032775","M.Stafford","00-0026498",1,3,-1,2,"SEA",0
"9111","K.Williams","00-0037840","M.Stafford","00-0026498",1,1,25,26,"SEA",0
"9112","C.Kupp","00-0033908","M.Stafford","00-0026498",1,-1,10,9,"SEA",0
"9113","D.Allen","00-0039074","M.Stafford","00-0026498",0,14,NA,0,"SEA",0
"9114","D.Allen","00-0039074","M.Stafford","00-0026498",1,2,3,5,"SEA",0
"9115","D.Allen","00-0039074","M.Stafford","00-0026498",0,3,NA,0,"SEA",0
"9116","T.Lockett","00-0032211","G.Smith","00-0030565",1,18,2,20,"LA",0
"9117","K.Walker","00-0038134","G.Smith","00-0030565",1,-6,8,2,"LA",0
"9118","C.White","00-0035891","G.Smith","00-0030565",1,6,10,16,"LA",0
"9119","J.Smith-Njigba","00-0038543","G.Smith","00-0030565",0,6,NA,0,"LA",1
"9120","Z.Charbonnet","00-0039165","G.Smith","00-0030565",0,-6,NA,0,"LA",0
"9121",NA,NA,"G.Smith","00-0030565",0,NA,NA,-10,"LA",0
"9122","T.Atwell","00-0036849","M.Stafford","00-0026498",0,39,NA,0,"SEA",0
"9123","D.Robinson","00-0032775","M.Stafford","00-0026498",0,10,NA,0,"SEA",0
"9124","K.Walker","00-0038134","G.Smith","00-0030565",1,0,4,4,"LA",0
"9125",NA,NA,"G.Smith","00-0030565",0,NA,NA,0,"LA",0
"9126","A.Barner","00-0039793","G.Smith","00-0030565",1,0,10,10,"LA",0
"9127","A.Barner","00-0039793","G.Smith","00-0030565",0,-3,NA,0,"LA",1
"9128","C.Kupp","00-0033908","M.Stafford","00-0026498",1,-4,10,6,"SEA",0
"9129","C.Kupp","00-0033908","M.Stafford","00-0026498",0,3,NA,0,"SEA",0
"9130",NA,NA,"G.Smith","00-0030565",0,NA,NA,-6,"LA",0
"9131","J.Smith-Njigba","00-0038543","G.Smith","00-0030565",0,40,NA,0,"LA",0
"9132","J.Smith-Njigba","00-0038543","G.Smith","00-0030565",1,14,0,14,"LA",0
"9133",NA,NA,"G.Smith","00-0030565",0,NA,NA,-14,"LA",0
"9134","C.White","00-0035891","G.Smith","00-0030565",1,25,3,28,"LA",0
"9135","J.Bobo","00-0038752","G.Smith","00-0030565",0,15,NA,0,"LA",0
"9136","A.Barner","00-0039793","G.Smith","00-0030565",1,0,5,5,"LA",0
"9137","J.Smith-Njigba","00-0038543","G.Smith","00-0030565",0,5,NA,0,"LA",0
"9138","J.Smith-Njigba","00-0038543","G.Smith","00-0030565",1,24,5,29,"LA",0
"9139","J.Smith-Njigba","00-0038543","G.Smith","00-0030565",1,14,0,14,"LA",0
"9140","T.Johnson","00-0036427","M.Stafford","00-0026498",1,2,6,8,"SEA",0
"9141",NA,NA,"M.Stafford","00-0026498",0,15,NA,0,"SEA",0
"9142","D.Robinson","00-0032775","M.Stafford","00-0026498",0,25,NA,0,"SEA",0
"9143","J.Smith-Njigba","00-0038543","G.Smith","00-0030565",1,11,20,31,"LA",0
"9144","T.Johnson","00-0036427","M.Stafford","00-0026498",1,19,5,24,"SEA",0
"9145","T.Atwell","00-0036849","M.Stafford","00-0026498",1,16,0,16,"SEA",0
"9146","D.Robinson","00-0032775","M.Stafford","00-0026498",1,39,0,39,"SEA",0
"9147","T.Tucker","00-0038563","G.Minshew","00-0035289",0,42,NA,0,"CIN",0
"9148","T.Tucker","00-0038563","G.Minshew","00-0035289",0,17,NA,0,"CIN",0
"9149","B.Bowers","00-0039338","G.Minshew","00-0035289",1,0,9,9,"CIN",0
"9150","J.Meyers","00-0034960","G.Minshew","00-0035289",1,20,2,22,"CIN",0
"9151","D.Sample","00-0035631","J.Burrow","00-0036442",1,5,0,5,"LV",0
"9152","C.Brown","00-0038597","J.Burrow","00-0036442",1,3,10,13,"LV",0
"9153","C.Brown","00-0038597","J.Burrow","00-0036442",1,3,4,7,"LV",0
"9154","J.Chase","00-0036900","J.Burrow","00-0036442",1,-3,7,4,"LV",0
"9155","D.Sample","00-0035631","J.Burrow","00-0036442",1,-4,6,2,"LV",0
"9156","T.Hudson","00-0034613","J.Burrow","00-0036442",1,7,4,11,"LV",0
"9157","J.Chase","00-0036900","J.Burrow","00-0036442",1,4,2,6,"LV",0
"9158","C.Brown","00-0038597","J.Burrow","00-0036442",1,1,0,1,"LV",0
"9159","B.Bowers","00-0039338","G.Minshew","00-0035289",1,3,4,7,"CIN",0
"9160","H.Bryant","00-0036232","G.Minshew","00-0035289",1,-3,7,4,"CIN",0
"9161","B.Bowers","00-0039338","G.Minshew","00-0035289",0,22,NA,0,"CIN",0
"9162","E.All","00-0039814","J.Burrow","00-0036442",1,13,5,18,"LV",0
"9163","J.Chase","00-0036900","J.Burrow","00-0036442",1,-4,12,8,"LV",0
"9164","J.Chase","00-0036900","J.Burrow","00-0036442",1,1,1,2,"LV",0
"9165","E.All","00-0039814","J.Burrow","00-0036442",1,3,3,6,"LV",0
"9166","C.Brown","00-0038597","J.Burrow","00-0036442",1,-4,16,12,"LV",0
"9167","J.Chase","00-0036900","J.Burrow","00-0036442",1,5,1,6,"LV",0
"9168","M.Gesicki","00-0034829","J.Burrow","00-0036442",1,3,0,3,"LV",0
"9169","A.Iosivas","00-0038619","J.Burrow","00-0036442",0,-3,NA,0,"LV",0
"9170","T.Irwin","00-0035341","J.Burrow","00-0036442",0,12,NA,0,"LV",0
"9171","M.Gesicki","00-0034829","J.Burrow","00-0036442",0,23,NA,0,"LV",0
"9172","J.Meyers","00-0034960","G.Minshew","00-0035289",1,16,4,20,"CIN",0
"9173","J.Meyers","00-0034960","G.Minshew","00-0035289",1,6,17,23,"CIN",0
"9174","J.Meyers","00-0034960","G.Minshew","00-0035289",1,-2,0,-2,"CIN",0
"9175",NA,NA,"G.Minshew","00-0035289",0,NA,NA,-7,"CIN",0
"9176","M.Gesicki","00-0034829","J.Burrow","00-0036442",1,15,9,24,"LV",0
"9177","J.Chase","00-0036900","J.Burrow","00-0036442",1,-2,13,11,"LV",0
"9178","A.Iosivas","00-0038619","J.Burrow","00-0036442",1,6,4,10,"LV",0
"9179","J.Meyers","00-0034960","G.Minshew","00-0035289",1,15,2,17,"CIN",0
"9180","J.Meyers","00-0034960","G.Minshew","00-0035289",1,-3,9,6,"CIN",0
"9181","J.Meyers","00-0034960","G.Minshew","00-0035289",0,17,NA,0,"CIN",0
"9182",NA,NA,"G.Minshew","00-0035289",0,-7,NA,0,"CIN",0
"9183","K.Pryor","00-0037422","J.Burrow","00-0036442",1,9,0,9,"LV",0
"9184","J.Chase","00-0036900","J.Burrow","00-0036442",1,-4,10,6,"LV",0
"9185",NA,NA,"J.Burrow","00-0036442",0,2,NA,0,"LV",0
"9186","D.Sample","00-0035631","J.Burrow","00-0036442",1,2,0,2,"LV",0
"9187","H.Bryant","00-0036232","G.Minshew","00-0035289",1,7,11,18,"CIN",0
"9188","A.Iosivas","00-0038619","J.Burrow","00-0036442",0,21,NA,0,"LV",0
"9189","M.Gesicki","00-0034829","J.Burrow","00-0036442",1,11,0,11,"LV",0
"9190","B.Bowers","00-0039338","G.Minshew","00-0035289",0,5,NA,0,"CIN",0
"9191","J.Meyers","00-0034960","G.Minshew","00-0035289",0,15,NA,0,"CIN",0
"9192","J.Chase","00-0036900","J.Burrow","00-0036442",0,13,NA,0,"LV",0
"9193","B.Bowers","00-0039338","D.Ridder","00-0038122",1,-2,3,1,"CIN",0
"9194","B.Bowers","00-0039338","D.Ridder","00-0038122",0,-5,NA,0,"CIN",0
"9195","T.Tucker","00-0038563","D.Ridder","00-0038122",0,13,NA,0,"CIN",0
"9196","T.Hudson","00-0034613","J.Burrow","00-0036442",0,1,NA,0,"LV",0
"9197","D.Sample","00-0035631","J.Burrow","00-0036442",1,2,3,5,"LV",0
"9198",NA,NA,"J.Burrow","00-0036442",0,NA,NA,-8,"LV",0
"9199",NA,NA,"J.Burrow","00-0036442",0,-5,NA,0,"LV",0
"9200","T.Tucker","00-0038563","D.Ridder","00-0038122",1,-1,0,-1,"CIN",0
"9201",NA,NA,"D.Ridder","00-0038122",0,NA,NA,-5,"CIN",0
"9202","M.Gesicki","00-0034829","J.Burrow","00-0036442",1,9,6,15,"LV",0
"9203","J.Chase","00-0036900","J.Burrow","00-0036442",0,-6,NA,0,"LV",1
"9204","C.Brown","00-0038597","J.Burrow","00-0036442",1,0,4,4,"LV",0
"9205","A.Iosivas","00-0038619","J.Burrow","00-0036442",0,27,NA,0,"LV",0
"9206","A.Abdullah","00-0032104","D.Ridder","00-0038122",1,1,2,3,"CIN",0
"9207","R.Keyton","00-0039543","D.Ridder","00-0038122",1,7,0,7,"CIN",0
"9208","T.Tucker","00-0038563","D.Ridder","00-0038122",1,5,1,6,"CIN",0
"9209","B.Bowers","00-0039338","D.Ridder","00-0038122",1,2,4,6,"CIN",0
"9210","T.Tucker","00-0038563","D.Ridder","00-0038122",0,-2,NA,0,"CIN",0
"9211","J.Meyers","00-0034960","D.Ridder","00-0038122",1,4,3,7,"CIN",0
"9212",NA,NA,"D.Ridder","00-0038122",0,NA,NA,-4,"CIN",0
"9213","A.Abdullah","00-0032104","D.Ridder","00-0038122",1,3,7,10,"CIN",0
"9214",NA,NA,"D.Ridder","00-0038122",0,NA,NA,-8,"CIN",0
"9215","J.Meyers","00-0034960","D.Ridder","00-0038122",0,16,NA,0,"CIN",0
"9216","J.Chase","00-0036900","J.Burrow","00-0036442",0,21,NA,0,"LV",0
"9217","M.Gesicki","00-0034829","J.Burrow","00-0036442",1,17,30,47,"LV",0
"9218",NA,NA,"D.Ridder","00-0038122",0,NA,NA,-17,"CIN",0
"9219","T.Hudson","00-0034613","J.Burrow","00-0036442",1,-2,5,3,"LV",0
"9220","J.Chase","00-0036900","J.Burrow","00-0036442",0,4,NA,0,"LV",0
"9221","R.Keyton","00-0039543","D.Ridder","00-0038122",0,13,NA,0,"CIN",0
"9222","J.Meyers","00-0034960","D.Ridder","00-0038122",1,11,1,12,"CIN",0
"9223","A.Abdullah","00-0032104","D.Ridder","00-0038122",1,0,1,1,"CIN",0
"9224","B.Bowers","00-0039338","D.Ridder","00-0038122",1,22,0,22,"CIN",0
"9225","D.Kincaid","00-0038933","J.Allen","00-0034857",0,17,NA,0,"MIA",0
"9226","T.Hill","00-0033040","T.Tagovailoa","00-0036212",1,6,0,6,"BUF",0
"9227",NA,NA,"T.Tagovailoa","00-0036212",0,NA,NA,-7,"BUF",0
"9228","O.Beckham","00-0031235","T.Tagovailoa","00-0036212",1,4,2,6,"BUF",0
"9229","T.Hill","00-0033040","T.Tagovailoa","00-0036212",0,11,NA,0,"BUF",0
"9230","J.Cook","00-0037248","J.Allen","00-0034857",1,-3,4,1,"MIA",0
"9231","J.Cook","00-0037248","J.Allen","00-0034857",1,-3,6,3,"MIA",0
"9232","K.Shakir","00-0037261","J.Allen","00-0034857",1,4,7,11,"MIA",0
"9233","K.Shakir","00-0037261","J.Allen","00-0034857",1,4,1,5,"MIA",0
"9234","R.Mostert","00-0031687","T.Tagovailoa","00-0036212",1,2,15,17,"BUF",0
"9235","D.Achane","00-0039040","T.Tagovailoa","00-0036212",1,6,0,6,"BUF",0
"9236","D.Smythe","00-0034798","T.Tagovailoa","00-0036212",1,4,0,4,"BUF",0
"9237","J.Smith","00-0033858","T.Tagovailoa","00-0036212",1,3,2,5,"BUF",0
"9238","R.Davis","00-0039875","J.Allen","00-0034857",1,2,5,7,"MIA",0
"9239","D.Kincaid","00-0038933","J.Allen","00-0034857",1,15,0,15,"MIA",0
"9240","K.Shakir","00-0037261","J.Allen","00-0034857",1,-1,11,10,"MIA",0
"9241","K.Coleman","00-0039901","J.Allen","00-0034857",0,8,NA,0,"MIA",1
"9242","J.Smith","00-0033858","T.Tagovailoa","00-0036212",1,-2,12,10,"BUF",0
"9243","O.Beckham","00-0031235","T.Tagovailoa","00-0036212",1,5,1,6,"BUF",0
"9244","D.Achane","00-0039040","T.Tagovailoa","00-0036212",1,-3,11,8,"BUF",0
"9245","D.Achane","00-0039040","T.Tagovailoa","00-0036212",1,-2,16,14,"BUF",0
"9246","D.Kincaid","00-0038933","J.Allen","00-0034857",0,0,NA,0,"MIA",0
"9247","D.Kincaid","00-0038933","J.Allen","00-0034857",1,5,2,7,"MIA",0
"9248","M.Hollins","00-0033555","J.Allen","00-0034857",1,4,1,5,"MIA",0
"9249","J.Cook","00-0037248","J.Allen","00-0034857",1,5,0,5,"MIA",0
"9250","M.Hollins","00-0033555","J.Allen","00-0034857",1,8,5,13,"MIA",0
"9251","J.Cook","00-0037248","J.Allen","00-0034857",0,1,NA,0,"MIA",0
"9252","K.Shakir","00-0037261","J.Allen","00-0034857",1,-7,4,-3,"MIA",0
"9253","K.Shakir","00-0037261","J.Allen","00-0034857",0,4,NA,0,"MIA",0
"9254","D.Kincaid","00-0038933","J.Allen","00-0034857",0,4,NA,0,"MIA",0
"9255",NA,NA,"J.Allen","00-0034857",0,8,NA,0,"MIA",0
"9256","R.Mostert","00-0031687","T.Tagovailoa","00-0036212",1,1,14,15,"BUF",0
"9257","D.Kincaid","00-0038933","J.Allen","00-0034857",1,4,2,6,"MIA",0
"9258","D.Knox","00-0035689","J.Allen","00-0034857",1,0,5,5,"MIA",0
"9259","K.Shakir","00-0037261","J.Allen","00-0034857",1,-4,17,13,"MIA",0
"9260",NA,NA,"J.Allen","00-0034857",0,1,NA,0,"MIA",0
"9261","M.Hollins","00-0033555","J.Allen","00-0034857",1,1,0,1,"MIA",0
"9262","J.Smith","00-0033858","T.Tagovailoa","00-0036212",1,15,0,15,"BUF",0
"9263",NA,NA,"T.Tagovailoa","00-0036212",0,-3,NA,0,"BUF",0
"9264","T.Hill","00-0033040","T.Tagovailoa","00-0036212",1,28,0,28,"BUF",0
"9265","D.Achane","00-0039040","T.Tagovailoa","00-0036212",1,-4,7,3,"BUF",0
"9266","J.Smith","00-0033858","T.Tagovailoa","00-0036212",1,-1,4,3,"BUF",0
"9267","R.Davis","00-0039875","J.Allen","00-0034857",1,0,63,63,"MIA",0
"9268","K.Coleman","00-0039901","J.Allen","00-0034857",0,NA,NA,2,"MIA",0
"9269","T.Hill","00-0033040","T.Tagovailoa","00-0036212",1,17,10,27,"BUF",0
"9270","O.Beckham","00-0031235","T.Tagovailoa","00-0036212",1,-1,4,3,"BUF",0
"9271","D.Achane","00-0039040","T.Tagovailoa","00-0036212",1,1,0,1,"BUF",0
"9272","J.Smith","00-0033858","T.Tagovailoa","00-0036212",1,-1,14,13,"BUF",0
"9273","J.Cook","00-0037248","J.Allen","00-0034857",1,-1,12,11,"MIA",0
"9274","K.Coleman","00-0039901","J.Allen","00-0034857",1,10,11,21,"MIA",0
"9275","K.Shakir","00-0037261","J.Allen","00-0034857",1,-4,18,14,"MIA",0
"9276","J.Cook","00-0037248","J.Allen","00-0034857",1,5,0,5,"MIA",0
"9277","D.Kincaid","00-0038933","J.Allen","00-0034857",1,-3,7,4,"MIA",0
"9278","D.Kincaid","00-0038933","J.Allen","00-0034857",0,7,NA,0,"MIA",0
"9279","Q.Morris","00-0036590","J.Allen","00-0034857",1,2,0,2,"MIA",0
"9280","T.Hill","00-0033040","T.Tagovailoa","00-0036212",1,17,2,19,"BUF",0
"9281","D.Achane","00-0039040","T.Tagovailoa","00-0036212",1,-5,14,9,"BUF",0
"9282","J.Smith","00-0033858","T.Tagovailoa","00-0036212",0,20,NA,0,"BUF",0
"9283","J.Waddle","00-0036613","T.Tagovailoa","00-0036212",1,12,0,12,"BUF",0
"9284","D.Achane","00-0039040","T.Tagovailoa","00-0036212",1,0,18,18,"BUF",0
"9285","J.Waddle","00-0036613","T.Tagovailoa","00-0036212",1,7,0,7,"BUF",0
"9286",NA,NA,"J.Allen","00-0034857",0,NA,NA,-4,"MIA",0
"9287","D.Kincaid","00-0038933","J.Allen","00-0034857",0,0,NA,0,"MIA",0
"9288","D.Knox","00-0035689","J.Allen","00-0034857",0,4,NA,0,"MIA",0
"9289","M.Hollins","00-0033555","J.Allen","00-0034857",1,7,0,7,"MIA",0
"9290","M.Hollins","00-0033555","J.Allen","00-0034857",1,3,1,4,"MIA",0
"9291","C.Samuel","00-0033282","J.Allen","00-0034857",0,10,NA,0,"MIA",0
"9292","D.Kincaid","00-0038933","J.Allen","00-0034857",0,23,NA,0,"MIA",0
"9293","D.Achane","00-0039040","T.Tagovailoa","00-0036212",1,0,-1,-24,"BUF",0
"9294","N.Westbrook-Ikhine","00-0036182","M.Rudolph","00-0034771",1,10,0,10,"NE",0
"9295","J.Whyle","00-0038589","M.Rudolph","00-0034771",1,-2,14,12,"NE",0
"9296","N.Vannett","00-0032394","M.Rudolph","00-0034771",1,4,5,9,"NE",0
"9297","R.Stevenson","00-0036875","D.Maye","00-0039851",1,-7,11,4,"TEN",0
"9298",NA,NA,"D.Maye","00-0039851",0,NA,NA,-4,"TEN",0
"9299","C.Ridley","00-0034837","M.Rudolph","00-0034771",0,20,NA,0,"NE",0
"9300","K.Boutte","00-0038608","D.Maye","00-0039851",0,37,NA,0,"TEN",0
"9301","K.Bourne","00-0033307","D.Maye","00-0039851",1,11,0,11,"TEN",0
"9302","N.Vannett","00-0032394","M.Rudolph","00-0034771",1,12,12,24,"NE",0
"9303",NA,NA,"M.Rudolph","00-0034771",0,NA,NA,-7,"NE",0
"9304",NA,NA,"M.Rudolph","00-0034771",0,-5,NA,0,"NE",0
"9305","J.Bell","00-0039420","D.Maye","00-0039851",1,-2,3,1,"TEN",0
"9306","J.Polk","00-0039907","D.Maye","00-0039851",0,8,NA,0,"TEN",1
"9307","C.Ridley","00-0034837","M.Rudolph","00-0034771",0,30,NA,0,"NE",0
"9308","C.Ridley","00-0034837","M.Rudolph","00-0034771",1,18,7,25,"NE",0
"9309",NA,NA,"M.Rudolph","00-0034771",0,3,NA,0,"NE",0
"9310","C.Okonkwo","00-0037809","M.Rudolph","00-0034771",0,3,NA,0,"NE",1
"9311","A.Hooper","00-0032392","D.Maye","00-0039851",1,0,8,8,"TEN",0
"9312","D.Douglas","00-0038621","D.Maye","00-0039851",1,-3,4,1,"TEN",0
"9313","R.Stevenson","00-0036875","D.Maye","00-0039851",1,-2,14,12,"TEN",0
"9314","H.Henry","00-0033090","D.Maye","00-0039851",1,6,5,11,"TEN",0
"9315","D.Douglas","00-0038621","D.Maye","00-0039851",1,-3,5,2,"TEN",0
"9316","K.Boutte","00-0038608","D.Maye","00-0039851",0,4,NA,0,"TEN",0
"9317","J.Hasty","00-0035806","D.Maye","00-0039851",1,-4,1,-3,"TEN",0
"9318","H.Henry","00-0033090","D.Maye","00-0039851",1,9,3,12,"TEN",0
"9319","C.Okonkwo","00-0037809","M.Rudolph","00-0034771",1,6,2,8,"NE",0
"9320","J.Jackson","00-0039392","M.Rudolph","00-0034771",1,6,2,8,"NE",0
"9321","T.Pollard","00-0035261","M.Rudolph","00-0034771",1,7,2,9,"NE",0
"9322","J.Jackson","00-0039392","M.Rudolph","00-0034771",0,31,NA,0,"NE",0
"9323","K.Bourne","00-0033307","D.Maye","00-0039851",1,5,9,14,"TEN",0
"9324","K.Bourne","00-0033307","D.Maye","00-0039851",1,7,2,9,"TEN",0
"9325","C.Ridley","00-0034837","M.Rudolph","00-0034771",1,12,0,12,"NE",0
"9326",NA,NA,"M.Rudolph","00-0034771",0,12,NA,0,"NE",0
"9327","N.Westbrook-Ikhine","00-0036182","M.Rudolph","00-0034771",0,13,NA,0,"NE",0
"9328",NA,NA,"M.Rudolph","00-0034771",0,7,NA,0,"NE",0
"9329",NA,NA,"M.Rudolph","00-0034771",0,17,NA,0,"NE",0
"9330","K.Bourne","00-0033307","D.Maye","00-0039851",1,6,1,7,"TEN",0
"9331","D.Douglas","00-0038621","D.Maye","00-0039851",1,19,2,21,"TEN",0
"9332","H.Henry","00-0033090","D.Maye","00-0039851",1,-4,11,7,"TEN",0
"9333","D.Douglas","00-0038621","D.Maye","00-0039851",1,2,2,4,"TEN",0
"9334","H.Henry","00-0033090","D.Maye","00-0039851",1,1,2,3,"TEN",0
"9335","H.Henry","00-0033090","D.Maye","00-0039851",1,-5,5,0,"TEN",0
"9336","C.Ridley","00-0034837","M.Rudolph","00-0034771",0,17,NA,0,"NE",0
"9337",NA,NA,"M.Rudolph","00-0034771",0,5,NA,0,"NE",0
"9338","N.Westbrook-Ikhine","00-0036182","M.Rudolph","00-0034771",1,4,9,13,"NE",0
"9339","T.Pollard","00-0035261","M.Rudolph","00-0034771",1,7,5,12,"NE",0
"9340","C.Okonkwo","00-0037809","M.Rudolph","00-0034771",1,19,2,21,"NE",0
"9341",NA,NA,"D.Maye","00-0039851",0,NA,NA,-6,"TEN",0
"9342",NA,NA,"D.Maye","00-0039851",0,NA,NA,-7,"TEN",0
"9343","A.Gibson","00-0036328","D.Maye","00-0039851",1,-2,14,12,"TEN",0
"9344","C.Okonkwo","00-0037809","M.Rudolph","00-0034771",1,6,3,9,"NE",0
"9345","N.Westbrook-Ikhine","00-0036182","M.Rudolph","00-0034771",1,7,7,14,"NE",0
"9346","T.Pollard","00-0035261","M.Rudolph","00-0034771",1,4,1,5,"NE",0
"9347","N.Westbrook-Ikhine","00-0036182","M.Rudolph","00-0034771",1,7,0,7,"NE",0
"9348","H.Henry","00-0033090","D.Maye","00-0039851",1,8,5,13,"TEN",0
"9349","D.Douglas","00-0038621","D.Maye","00-0039851",1,-2,1,-1,"TEN",0
"9350","D.Douglas","00-0038621","D.Maye","00-0039851",1,6,5,11,"TEN",0
"9351","D.Douglas","00-0038621","D.Maye","00-0039851",1,-3,0,-3,"TEN",0
"9352",NA,NA,"D.Maye","00-0039851",0,NA,NA,-4,"TEN",0
"9353","C.Ridley","00-0034837","M.Rudolph","00-0034771",1,-2,8,6,"NE",0
"9354","N.Westbrook-Ikhine","00-0036182","M.Rudolph","00-0034771",1,6,0,6,"NE",0
"9355","K.Boutte","00-0038608","D.Maye","00-0039851",1,5,2,7,"TEN",0
"9356","K.Bourne","00-0033307","D.Maye","00-0039851",0,14,NA,0,"TEN",0
"9357","D.Douglas","00-0038621","D.Maye","00-0039851",0,45,NA,0,"TEN",0
"9358","D.Douglas","00-0038621","D.Maye","00-0039851",0,5,NA,0,"TEN",0
"9359","K.Boutte","00-0038608","D.Maye","00-0039851",1,11,0,11,"TEN",0
"9360","R.Stevenson","00-0036875","D.Maye","00-0039851",1,1,8,9,"TEN",0
"9361","K.Bourne","00-0033307","D.Maye","00-0039851",0,23,NA,0,"TEN",0
"9362","R.Stevenson","00-0036875","D.Maye","00-0039851",1,-3,11,8,"TEN",0
"9363",NA,NA,"D.Maye","00-0039851",0,15,NA,0,"TEN",0
"9364","H.Henry","00-0033090","D.Maye","00-0039851",1,10,0,10,"TEN",0
"9365","K.Boutte","00-0038608","D.Maye","00-0039851",0,5,NA,0,"TEN",0
"9366","R.Stevenson","00-0036875","D.Maye","00-0039851",1,5,0,5,"TEN",0
"9367","C.Ridley","00-0034837","M.Rudolph","00-0034771",1,15,1,16,"NE",0
"9368","J.Whyle","00-0038589","M.Rudolph","00-0034771",0,-3,NA,0,"NE",0
"9369","C.Ridley","00-0034837","M.Rudolph","00-0034771",1,13,1,14,"NE",0
"9370","H.Henry","00-0033090","D.Maye","00-0039851",0,25,NA,0,"TEN",0
"9371","K.Boutte","00-0038608","D.Maye","00-0039851",0,48,NA,0,"TEN",1
"9372","C.Olave","00-0037239","D.Carr","00-0031280",1,4,9,13,"CAR",0
"9373","A.Kamara","00-0033906","D.Carr","00-0031280",1,-4,14,10,"CAR",0
"9374",NA,NA,"D.Carr","00-0031280",0,11,NA,0,"CAR",0
"9375","F.Moreau","00-0034981","D.Carr","00-0031280",0,11,NA,0,"CAR",0
"9376","D.Moore","00-0033589","B.Young","00-0039150",1,5,4,9,"NO",0
"9377","J.Mingo","00-0039062","B.Young","00-0039150",0,14,NA,0,"NO",0
"9378","M.Sanders","00-0035243","B.Young","00-0039150",1,-7,0,-7,"NO",0
"9379","T.Hill","00-0033357","D.Carr","00-0031280",1,6,5,11,"CAR",0
