"","rusher_player_name","pos_team","yards_gained"
"1","J.Conner","ARI",3
"2","J.Conner","ARI",2
"3","J.Conner","ARI",2
"4","J.Conner","ARI",2
"5","J.Conner","ARI",-3
"6","K.Murray","ARI",6
"7","J.Conner","ARI",4
"8","J.Cook","BUF",9
"9","J.Cook","BUF",3
"10","J.Conner","ARI",4
"11","K.Murray","ARI",11
"12","J.Conner","ARI",1
"13","J.Cook","BUF",15
"14","J.Cook","BUF",5
"15","J.Cook","BUF",9
"16","J.Cook","BUF",4
"17","J.Cook","BUF",4
"18","J.Cook","BUF",0
"19","T.Benson","ARI",6
"20","K.Murray","ARI",12
"21","T.Benson","ARI",4
"22","T.Benson","ARI",3
"23","J.Conner","ARI",3
"24","Ty.Johnson","BUF",6
"25","J.Allen","BUF",6
"26","J.Allen","BUF",7
"27","J.Allen","BUF",7
"28","J.Cook","BUF",1
"29","J.Cook","BUF",-2
"30","R.Davis","BUF",13
"31","R.Davis","BUF",0
"32","J.Conner","ARI",2
"33","J.Conner","ARI",2
"34","R.Davis","BUF",0
"35","J.Cook","BUF",1
"36","Ty.Johnson","BUF",1
"37","J.Allen","BUF",1
"38","J.Conner","ARI",3
"39","K.Murray","ARI",29
"40","J.Conner","ARI",20
"41","G.Dortch","ARI",4
"42","J.Conner","ARI",2
"43","J.Conner","ARI",0
"44","J.Cook","BUF",6
"45","J.Cook","BUF",1
"46","J.Allen","BUF",5
"47","J.Cook","BUF",-2
"48","J.Allen","BUF",6
"49","J.Conner","ARI",2
"50","J.Allen","BUF",9
"51","J.Cook","BUF",3
"52","J.Cook","BUF",-3
"53","J.Cook","BUF",9
"54","J.Cook","BUF",7
"55","J.Cook","BUF",1
"56","J.Allen","BUF",-1
"57","J.Conner","ARI",3
"58","D.Henry","BAL",2
"59","D.Henry","BAL",1
"60","D.Henry","BAL",6
"61","D.Henry","BAL",3
"62","L.Jackson","BAL",11
"63","L.Jackson","BAL",8
"64","D.Henry","BAL",5
"65","I.Pacheco","KC",4
"66","X.Worthy","KC",21
"67","D.Henry","BAL",1
"68","I.Pacheco","KC",1
"69","D.Henry","BAL",6
"70","L.Jackson","BAL",5
"71","L.Jackson","BAL",7
"72","I.Pacheco","KC",2
"73","I.Pacheco","KC",5
"74","Z.Flowers","BAL",6
"75","D.Henry","BAL",9
"76","L.Jackson","BAL",13
"77","L.Jackson","BAL",3
"78","L.Jackson","BAL",10
"79","L.Jackson","BAL",6
"80","J.Hill","BAL",3
"81","I.Pacheco","KC",5
"82","I.Pacheco","KC",1
"83","D.Henry","BAL",-1
"84","I.Pacheco","KC",5
"85","I.Pacheco","KC",2
"86","I.Pacheco","KC",3
"87","C.Steele","KC",5
"88","D.Henry","BAL",6
"89","D.Henry","BAL",1
"90","L.Jackson","BAL",16
"91","L.Jackson","BAL",3
"92","I.Pacheco","KC",3
"93","I.Pacheco","KC",5
"94","I.Pacheco","KC",2
"95","P.Mahomes","KC",4
"96","I.Pacheco","KC",0
"97","Z.Flowers","BAL",8
"98","L.Jackson","BAL",9
"99","D.Henry","BAL",5
"100","L.Jackson","BAL",13
"101","D.Henry","BAL",2
"102","L.Jackson","BAL",4
"103","L.Jackson","BAL",2
"104","I.Pacheco","KC",5
"105","I.Pacheco","KC",2
"106","C.Steele","KC",-2
"107","L.Jackson","BAL",9
"108","L.Jackson","BAL",3
"109","A.Kamara","NO",9
"110","T.Hill","NO",2
"111","A.Kamara","NO",11
"112","A.Kamara","NO",-5
"113","C.Hubbard","CAR",4
"114","C.Hubbard","CAR",7
"115","B.Young","CAR",1
"116","C.Hubbard","CAR",3
"117","A.Kamara","NO",9
"118","A.Kamara","NO",5
"119","T.Hill","NO",12
"120","T.Hill","NO",9
"121","T.Hill","NO",5
"122","A.Kamara","NO",17
"123","A.Kamara","NO",2
"124","M.Sanders","CAR",2
"125","M.Sanders","CAR",5
"126","A.Kamara","NO",5
"127","Ja.Williams","NO",4
"128","A.Kamara","NO",17
"129","A.Kamara","NO",0
"130","B.Young","CAR",4
"131","J.Mingo","CAR",3
"132","Ja.Williams","NO",2
"133","Ja.Williams","NO",5
"134","B.Young","CAR",4
"135","M.Sanders","CAR",8
"136","C.Hubbard","CAR",-2
"137","D.Carr","NO",8
"138","A.Kamara","NO",4
"139","T.Hill","NO",7
"140","A.Kamara","NO",5
"141","A.Kamara","NO",2
"142","A.Kamara","NO",1
"143","C.Hubbard","CAR",1
"144","B.Young","CAR",3
"145","Ja.Williams","NO",2
"146","Ja.Williams","NO",6
"147","A.Kamara","NO",1
"148","Ja.Williams","NO",3
"149","Ja.Williams","NO",-2
"150","D.Carr","NO",5
"151","Ja.Williams","NO",1
"152","Ja.Williams","NO",-1
"153","M.Sanders","CAR",2
"154","Ja.Williams","NO",14
"155","C.Hubbard","CAR",1
"156","Ja.Williams","NO",4
"157","J.Mims","NO",4
"158","J.Mims","NO",0
"159","M.Sanders","CAR",5
"160","J.Mims","NO",2
"161","J.Mims","NO",5
"162","M.Boone","CAR",5
"163","M.Boone","CAR",1
"164","M.Boone","CAR",1
"165","M.Boone","CAR",0
"166","E.Elliott","DAL",8
"167","J.Ford","CLE",4
"168","D.Watson","CLE",8
"169","C.Lamb","DAL",10
"170","R.Dowdle","DAL",5
"171","J.Ford","CLE",0
"172","E.Elliott","DAL",1
"173","E.Elliott","DAL",7
"174","E.Elliott","DAL",1
"175","R.Dowdle","DAL",2
"176","J.Ford","CLE",1
"177","E.Elliott","DAL",9
"178","D.Prescott","DAL",3
"179","C.Lamb","DAL",12
"180","E.Elliott","DAL",3
"181","R.Dowdle","DAL",6
"182","E.Elliott","DAL",3
"183","R.Dowdle","DAL",-1
"184","D.Vaughn","DAL",4
"185","J.Ford","CLE",6
"186","E.Elliott","DAL",3
"187","P.Strong","CLE",4
"188","J.Ford","CLE",4
"189","J.Ford","CLE",4
"190","C.Lamb","DAL",3
"191","E.Elliott","DAL",2
"192","J.Ford","CLE",6
"193","J.Ford","CLE",-2
"194","R.Dowdle","DAL",5
"195","R.Dowdle","DAL",10
"196","R.Dowdle","DAL",1
"197","D.Watson","CLE",3
"198","E.Elliott","DAL",3
"199","B.Cooks","DAL",5
"200","J.Ford","CLE",11
"201","R.Dowdle","DAL",-2
"202","D.Watson","CLE",6
"203","D.Watson","CLE",6
"204","P.Strong","CLE",6
"205","J.Ford","CLE",4
"206","D.Watson","CLE",16
"207","J.Ford","CLE",4
"208","J.Ford","CLE",2
"209","J.Williams","DEN",9
"210","J.Williams","DEN",-1
"211","K.Walker","SEA",8
"212","K.Walker","SEA",3
"213","K.Walker","SEA",-3
"214","J.Williams","DEN",3
"215","J.McLaughlin","DEN",4
"216","Z.Charbonnet","SEA",4
"217","K.Walker","SEA",3
"218","B.Nix","DEN",3
"219","J.Williams","DEN",4
"220","A.Estime","DEN",12
"221","J.Williams","DEN",4
"222","J.McLaughlin","DEN",7
"223","B.Nix","DEN",4
"224","J.McLaughlin","DEN",1
"225","J.Williams","DEN",2
"226","K.Walker","SEA",3
"227","K.Walker","SEA",-4
"228","G.Smith","SEA",34
"229","J.McLaughlin","DEN",1
"230","Z.Charbonnet","SEA",-1
"231","J.Williams","DEN",2
"232","J.McLaughlin","DEN",4
"233","K.Walker","SEA",9
"234","B.Nix","DEN",1
"235","J.McLaughlin","DEN",-4
"236","K.Walker","SEA",5
"237","K.Walker","SEA",6
"238","K.Walker","SEA",15
"239","K.Walker","SEA",4
"240","K.Walker","SEA",23
"241","J.McLaughlin","DEN",15
"242","A.Estime","DEN",2
"243","J.McLaughlin","DEN",-3
"244","Z.Charbonnet","SEA",6
"245","Z.Charbonnet","SEA",3
"246","K.Walker","SEA",2
"247","K.Walker","SEA",8
"248","K.Walker","SEA",2
"249","K.Walker","SEA",4
"250","J.McLaughlin","DEN",1
"251","K.Walker","SEA",0
"252","K.Walker","SEA",12
"253","J.Williams","DEN",0
"254","K.Walker","SEA",-4
"255","L.Shenault","SEA",1
"256","K.Walker","SEA",7
"257","J.McLaughlin","DEN",1
"258","Z.Charbonnet","SEA",1
"259","Z.Charbonnet","SEA",0
"260","B.Nix","DEN",23
"261","B.Nix","DEN",4
"262","Z.Charbonnet","SEA",0
"263","Z.Charbonnet","SEA",-1
"264","J.Jacobs","GB",-1
"265","J.Jacobs","GB",4
"266","J.Jacobs","GB",0
"267","S.Barkley","PHI",-5
"268","J.Jacobs","GB",0
"269","S.Barkley","PHI",3
"270","J.Hurts","PHI",0
"271","J.Jacobs","GB",-1
"272","J.Jacobs","GB",2
"273","S.Barkley","PHI",5
"274","J.Hurts","PHI",2
"275","J.Hurts","PHI",0
"276","S.Barkley","PHI",11
"277","S.Barkley","PHI",-1
"278","Em.Wilson","GB",14
"279","Em.Wilson","GB",5
"280","Em.Wilson","GB",18
"281","J.Reed","GB",33
"282","J.Jacobs","GB",0
"283","S.Barkley","PHI",2
"284","J.Hurts","PHI",1
"285","J.Hurts","PHI",4
"286","J.Hurts","PHI",2
"287","S.Barkley","PHI",11
"288","S.Barkley","PHI",3
"289","S.Barkley","PHI",2
"290","J.Hurts","PHI",5
"291","K.Gainwell","PHI",2
"292","S.Barkley","PHI",3
"293","J.Jacobs","GB",5
"294","J.Jacobs","GB",1
"295","S.Barkley","PHI",2
"296","S.Barkley","PHI",8
"297","J.Hurts","PHI",0
"298","J.Jacobs","GB",9
"299","S.Barkley","PHI",5
"300","S.Barkley","PHI",9
"301","S.Barkley","PHI",2
"302","J.Jacobs","GB",3
"303","J.Jacobs","GB",22
"304","J.Jacobs","GB",0
"305","S.Barkley","PHI",34
"306","J.Hurts","PHI",-3
"307","J.Jacobs","GB",32
"308","J.Jacobs","GB",-1
"309","Em.Wilson","GB",9
"310","J.Jacobs","GB",5
"311","S.Barkley","PHI",-2
"312","S.Barkley","PHI",9
"313","S.Barkley","PHI",2
"314","J.Hurts","PHI",8
"315","J.Hurts","PHI",6
"316","S.Barkley","PHI",2
"317","J.Hurts","PHI",8
"318","S.Barkley","PHI",-3
"319","S.Barkley","PHI",2
"320","S.Barkley","PHI",2
"321","S.Barkley","PHI",3
"322","J.Hurts","PHI",0
"323","J.Jacobs","GB",4
"324","J.Taylor","IND",5
"325","J.Taylor","IND",-2
"326","J.Taylor","IND",5
"327","J.Mixon","HOU",1
"328","C.Stroud","HOU",13
"329","A.Richardson","IND",8
"330","J.Taylor","IND",5
"331","J.Mixon","HOU",11
"332","J.Mixon","HOU",3
"333","S.Diggs","HOU",6
"334","J.Mixon","HOU",3
"335","J.Mixon","HOU",4
"336","D.Pierce","HOU",4
"337","J.Mixon","HOU",0
"338","A.Richardson","IND",13
"339","J.Mixon","HOU",8
"340","J.Taylor","IND",1
"341","J.Taylor","IND",4
"342","A.Richardson","IND",19
"343","J.Taylor","IND",5
"344","J.Taylor","IND",2
"345","J.Taylor","IND",7
"346","A.Richardson","IND",3
"347","J.Taylor","IND",-2
"348","J.Mixon","HOU",8
"349","J.Mixon","HOU",13
"350","J.Mixon","HOU",4
"351","J.Mixon","HOU",0
"352","J.Mixon","HOU",8
"353","J.Mixon","HOU",5
"354","J.Taylor","IND",2
"355","J.Taylor","IND",5
"356","J.Mixon","HOU",3
"357","J.Mixon","HOU",7
"358","J.Taylor","IND",5
"359","J.Taylor","IND",0
"360","J.Mixon","HOU",13
"361","J.Mixon","HOU",4
"362","T.Dell","HOU",2
"363","J.Mixon","HOU",3
"364","J.Mixon","HOU",8
"365","J.Mixon","HOU",10
"366","J.Mixon","HOU",0
"367","J.Mixon","HOU",3
"368","J.Taylor","IND",3
"369","J.Mixon","HOU",8
"370","T.Dell","HOU",17
"371","D.Pierce","HOU",9
"372","D.Pierce","HOU",3
"373","J.Mixon","HOU",7
"374","J.Mixon","HOU",7
"375","J.Mixon","HOU",-2
"376","C.Stroud","HOU",2
"377","A.Richardson","IND",10
"378","J.Taylor","IND",5
"379","J.Taylor","IND",-2
"380","A.Richardson","IND",3
"381","J.Mixon","HOU",0
"382","J.Mixon","HOU",4
"383","J.Mixon","HOU",4
"384","J.Mixon","HOU",3
"385","J.Mixon","HOU",9
"386","R.Mostert","MIA",0
"387","D.Achane","MIA",-3
"388","T.Etienne","JAX",-1
"389","R.Mostert","MIA",5
"390","T.Bigsby","JAX",17
"391","T.Bigsby","JAX",7
"392","T.Etienne","JAX",3
"393","T.Lawrence","JAX",8
"394","T.Etienne","JAX",1
"395","D.Achane","MIA",-1
"396","T.Etienne","JAX",4
"397","T.Etienne","JAX",1
"398","D.Achane","MIA",2
"399","D.Achane","MIA",0
"400","T.Bigsby","JAX",8
"401","T.Bigsby","JAX",-1
"402","T.Etienne","JAX",1
"403","T.Etienne","JAX",2
"404","T.Tagovailoa","MIA",11
"405","R.Mostert","MIA",2
"406","D.Achane","MIA",9
"407","J.Waddle","MIA",3
"408","D.Achane","MIA",1
"409","T.Bigsby","JAX",2
"410","T.Etienne","JAX",7
"411","R.Mostert","MIA",-3
"412","T.Bigsby","JAX",26
"413","T.Bigsby","JAX",7
"414","D.Duvernay","JAX",3
"415","T.Etienne","JAX",10
"416","T.Bigsby","JAX",2
"417","T.Etienne","JAX",7
"418","T.Bigsby","JAX",0
"419","T.Etienne","JAX",-2
"420","D.Achane","MIA",7
"421","R.Mostert","MIA",-1
"422","T.Etienne","JAX",11
"423","T.Bigsby","JAX",4
"424","T.Bigsby","JAX",1
"425","D.Achane","MIA",6
"426","R.Mostert","MIA",6
"427","J.Wilson","MIA",14
"428","J.Wilson","MIA",6
"429","J.Wilson","MIA",3
"430","A.Ingold","MIA",6
"431","T.Bigsby","JAX",0
"432","D.Achane","MIA",4
"433","D.Achane","MIA",-1
"434","A.Ingold","MIA",2
"435","J.Wilson","MIA",1
"436","J.Wilson","MIA",2
"437","D.Montgomery","DET",2
"438","K.Williams","LA",2
"439","K.Williams","LA",9
"440","D.Montgomery","DET",3
"441","J.Gibbs","DET",6
"442","D.Montgomery","DET",2
"443","D.Montgomery","DET",5
"444","D.Montgomery","DET",8
"445","D.Montgomery","DET",6
"446","D.Montgomery","DET",7
"447","D.Montgomery","DET",3
"448","D.Montgomery","DET",-1
"449","P.Nacua","LA",7
"450","R.Rivers","LA",4
"451","R.Rivers","LA",12
"452","C.Kupp","LA",9
"453","K.Williams","LA",4
"454","J.Williams","DET",13
"455","J.Gibbs","DET",8
"456","J.Gibbs","DET",1
"457","J.Gibbs","DET",2
"458","J.Gibbs","DET",1
"459","K.Williams","LA",4
"460","K.Williams","LA",4
"461","D.Montgomery","DET",2
"462","D.Montgomery","DET",4
"463","K.Williams","LA",-1
"464","D.Montgomery","DET",5
"465","K.Williams","LA",3
"466","K.Williams","LA",6
"467","K.Williams","LA",1
"468","C.Kupp","LA",1
"469","K.Williams","LA",3
"470","K.Williams","LA",2
"471","J.Gibbs","DET",3
"472","K.Williams","LA",-2
"473","K.Williams","LA",0
"474","K.Williams","LA",3
"475","J.Gibbs","DET",0
"476","J.Goff","DET",7
"477","J.Gibbs","DET",7
"478","K.Williams","LA",2
"479","K.Williams","LA",5
"480","K.Williams","LA",-2
"481","K.Williams","LA",7
"482","J.Gibbs","DET",5
"483","J.Gibbs","DET",4
"484","K.Raymond","DET",12
"485","D.Montgomery","DET",21
"486","D.Montgomery","DET",9
"487","J.Gibbs","DET",3
"488","D.Montgomery","DET",6
"489","D.Montgomery","DET",8
"490","D.Montgomery","DET",1
"491","G.Edwards","LAC",6
"492","G.Edwards","LAC",0
"493","Z.White","LV",0
"494","Z.White","LV",0
"495","J.Dobbins","LAC",3
"496","Z.White","LV",-1
"497","G.Edwards","LAC",2
"498","J.Meyers","LV",3
"499","A.Mattison","LV",3
"500","A.Mattison","LV",1
"501","J.Dobbins","LAC",1
"502","A.Mattison","LV",7
"503","G.Minshew","LV",1
"504","G.Edwards","LAC",-1
"505","J.Herbert","LAC",8
"506","Z.White","LV",2
"507","D.Davis","LAC",6
"508","G.Edwards","LAC",0
"509","Z.White","LV",4
"510","G.Edwards","LAC",1
"511","A.Mattison","LV",4
"512","Z.White","LV",3
"513","G.Minshew","LV",1
"514","J.Dobbins","LAC",2
"515","J.Dobbins","LAC",0
"516","J.Dobbins","LAC",46
"517","J.Dobbins","LAC",1
"518","Z.White","LV",6
"519","Z.White","LV",8
"520","D.Davis","LAC",3
"521","Z.White","LV",8
"522","Z.White","LV",0
"523","Z.White","LV",12
"524","Z.White","LV",0
"525","G.Minshew","LV",3
"526","G.Edwards","LAC",1
"527","G.Edwards","LAC",10
"528","J.Dobbins","LAC",12
"529","A.Mattison","LV",4
"530","Z.White","LV",2
"531","G.Edwards","LAC",3
"532","J.Dobbins","LAC",2
"533","J.Dobbins","LAC",7
"534","J.Dobbins","LAC",61
"535","G.Edwards","LAC",3
"536","G.Edwards","LAC",1
"537","G.Edwards","LAC",0
"538","D.Singletary","NYG",2
"539","A.Jones","MIN",1
"540","E.Gray","NYG",0
"541","D.Jones","NYG",7
"542","D.Singletary","NYG",4
"543","D.Jones","NYG",1
"544","S.Darnold","MIN",3
"545","A.Jones","MIN",2
"546","A.Jones","MIN",3
"547","D.Jones","NYG",4
"548","D.Singletary","NYG",3
"549","T.Tracy","NYG",2
"550","T.Chandler","MIN",1
"551","T.Chandler","MIN",3
"552","T.Chandler","MIN",6
"553","T.Chandler","MIN",-3
"554","D.Singletary","NYG",6
"555","D.Singletary","NYG",5
"556","D.Jones","NYG",3
"557","D.Jones","NYG",-1
"558","A.Jones","MIN",10
"559","A.Jones","MIN",2
"560","A.Jones","MIN",4
"561","A.Jones","MIN",12
"562","A.Jones","MIN",19
"563","T.Tracy","NYG",0
"564","D.Jones","NYG",1
"565","T.Chandler","MIN",1
"566","A.Jones","MIN",8
"567","D.Singletary","NYG",1
"568","D.Singletary","NYG",7
"569","D.Singletary","NYG",2
"570","T.Chandler","MIN",5
"571","T.Chandler","MIN",1
"572","T.Chandler","MIN",3
"573","D.Singletary","NYG",4
"574","W.Robinson","NYG",14
"575","E.Gray","NYG",6
"576","D.Singletary","NYG",3
"577","A.Jones","MIN",19
"578","A.Jones","MIN",-1
"579","A.Jones","MIN",10
"580","S.Darnold","MIN",1
"581","A.Jones","MIN",4
"582","A.Jones","MIN",1
"583","M.Gaskin","MIN",-3
"584","Z.Moss","CIN",4
"585","R.Stevenson","NE",14
"586","R.Stevenson","NE",4
"587","R.Stevenson","NE",-2
"588","Z.Moss","CIN",1
"589","Z.Moss","CIN",3
"590","R.Stevenson","NE",7
"591","J.Brissett","NE",6
"592","A.Gibson","NE",2
"593","A.Gibson","NE",8
"594","R.Stevenson","NE",3
"595","J.Brissett","NE",16
"596","R.Stevenson","NE",-2
"597","R.Stevenson","NE",3
"598","J.Burrow","CIN",2
"599","A.Gibson","NE",1
"600","C.Brown","CIN",4
"601","Z.Moss","CIN",2
"602","C.Brown","CIN",-1
"603","R.Stevenson","NE",16
"604","R.Stevenson","NE",17
"605","R.Stevenson","NE",1
"606","A.Gibson","NE",3
"607","A.Gibson","NE",0
"608","R.Stevenson","NE",-1
"609","J.Brissett","NE",6
"610","R.Stevenson","NE",1
"611","R.Stevenson","NE",3
"612","Z.Moss","CIN",1
"613","J.Burrow","CIN",2
"614","R.Stevenson","NE",5
"615","R.Stevenson","NE",2
"616","Z.Moss","CIN",7
"617","Z.Moss","CIN",16
"618","C.Brown","CIN",8
"619","J.Burrow","CIN",6
"620","Z.Moss","CIN",5
"621","Z.Moss","CIN",5
"622","R.Stevenson","NE",2
"623","J.Brissett","NE",6
"624","R.Stevenson","NE",0
"625","R.Stevenson","NE",4
"626","A.Gibson","NE",2
"627","A.Gibson","NE",2
"628","J.Burrow","CIN",5
"629","R.Stevenson","NE",12
"630","R.Stevenson","NE",2
"631","R.Stevenson","NE",3
"632","R.Stevenson","NE",5
"633","R.Stevenson","NE",9
"634","R.Stevenson","NE",3
"635","R.Stevenson","NE",9
"636","B.Hall","NYJ",4
"637","B.Hall","NYJ",3
"638","J.Mason","SF",2
"639","D.Samuel","SF",3
"640","B.Hall","NYJ",0
"641","B.Hall","NYJ",2
"642","B.Hall","NYJ",0
"643","B.Hall","NYJ",3
"644","B.Hall","NYJ",3
"645","J.Mason","SF",4
"646","J.Mason","SF",13
"647","D.Samuel","SF",5
"648","J.Mason","SF",5
"649","B.Hall","NYJ",5
"650","B.Purdy","SF",11
"651","D.Samuel","SF",6
"652","J.Mason","SF",5
"653","J.Mason","SF",6
"654","J.Mason","SF",9
"655","J.Mason","SF",1
"656","J.Mason","SF",11
"657","D.Samuel","SF",3
"658","J.Mason","SF",11
"659","D.Samuel","SF",2
"660","B.Hall","NYJ",3
"661","B.Hall","NYJ",2
"662","D.Samuel","SF",0
"663","J.Mason","SF",7
"664","D.Samuel","SF",4
"665","J.Mason","SF",1
"666","J.Mason","SF",0
"667","J.Mason","SF",2
"668","J.Mason","SF",8
"669","J.Mason","SF",-2
"670","J.Mason","SF",5
"671","B.Hall","NYJ",5
"672","J.Mason","SF",11
"673","J.Mason","SF",2
"674","J.Mason","SF",5
"675","J.Mason","SF",3
"676","B.Hall","NYJ",2
"677","B.Hall","NYJ",0
"678","J.Mason","SF",1
"679","J.Mason","SF",2
"680","J.Mason","SF",2
"681","D.Samuel","SF",0
"682","J.Mason","SF",1
"683","B.Hall","NYJ",3
"684","B.Hall","NYJ",0
"685","J.Mason","SF",24
"686","J.Mason","SF",3
"687","J.Mason","SF",5
"688","B.Hall","NYJ",3
"689","B.Hall","NYJ",16
"690","B.Allen","NYJ",8
"691","T.Taylor","NYJ",7
"692","B.Robinson","ATL",7
"693","B.Robinson","ATL",3
"694","B.Robinson","ATL",4
"695","T.Allgeier","ATL",13
"696","B.Robinson","ATL",5
"697","B.Robinson","ATL",-3
"698","J.Fields","PIT",3
"699","J.Fields","PIT",12
"700","N.Harris","PIT",4
"701","N.Harris","PIT",4
"702","N.Harris","PIT",2
"703","C.Patterson","PIT",2
"704","J.Fields","PIT",3
"705","J.Warren","PIT",-1
"706","N.Harris","PIT",8
"707","G.Pickens","PIT",-10
"708","N.Harris","PIT",3
"709","C.Patterson","PIT",5
"710","B.Robinson","ATL",4
"711","B.Robinson","ATL",3
"712","B.Robinson","ATL",0
"713","N.Harris","PIT",2
"714","J.Fields","PIT",5
"715","C.Patterson","PIT",4
"716","J.Fields","PIT",3
"717","B.Robinson","ATL",3
"718","B.Robinson","ATL",0
"719","N.Harris","PIT",5
"720","N.Harris","PIT",1
"721","B.Robinson","ATL",4
"722","B.Robinson","ATL",4
"723","B.Robinson","ATL",1
"724","B.Robinson","ATL",10
"725","K.Cousins","ATL",0
"726","J.Fields","PIT",1
"727","N.Harris","PIT",5
"728","N.Harris","PIT",2
"729","C.Patterson","PIT",2
"730","T.Allgeier","ATL",7
"731","T.Allgeier","ATL",1
"732","B.Robinson","ATL",2
"733","N.Harris","PIT",4
"734","J.Fields","PIT",4
"735","B.Robinson","ATL",5
"736","J.Fields","PIT",7
"737","N.Harris","PIT",20
"738","N.Harris","PIT",1
"739","N.Harris","PIT",3
"740","J.Warren","PIT",8
"741","J.Fields","PIT",4
"742","J.Fields","PIT",5
"743","N.Harris","PIT",2
"744","N.Harris","PIT",6
"745","J.Fields","PIT",0
"746","B.Robinson","ATL",3
"747","N.Harris","PIT",-3
"748","B.Robinson","ATL",13
"749","N.Harris","PIT",1
"750","J.Fields","PIT",4
"751","J.Fields","PIT",7
"752","N.Harris","PIT",1
"753","N.Harris","PIT",-1
"754","J.Fields","PIT",-1
"755","T.Pollard","TEN",1
"756","D.Swift","CHI",6
"757","T.Pollard","TEN",1
"758","T.Pollard","TEN",1
"759","D.Swift","CHI",6
"760","D.Swift","CHI",1
"761","V.Jones","CHI",6
"762","T.Pollard","TEN",7
"763","T.Pollard","TEN",14
"764","T.Burks","TEN",6
"765","T.Pollard","TEN",7
"766","T.Pollard","TEN",26
"767","T.Pollard","TEN",4
"768","D.Swift","CHI",-3
"769","T.Spears","TEN",3
"770","T.Spears","TEN",5
"771","W.Levis","TEN",9
"772","W.Levis","TEN",15
"773","T.Spears","TEN",2
"774","T.Pollard","TEN",3
"775","D.Swift","CHI",-4
"776","K.Herbert","CHI",0
"777","K.Herbert","CHI",4
"778","T.Spears","TEN",11
"779","V.Jones","CHI",5
"780","T.Pollard","TEN",3
"781","W.Levis","TEN",8
"782","T.Burks","TEN",-5
"783","D.Swift","CHI",-3
"784","T.Pollard","TEN",-1
"785","C.Williams","CHI",11
"786","T.Homer","CHI",6
"787","T.Homer","CHI",4
"788","D.Swift","CHI",5
"789","D.Swift","CHI",-2
"790","T.Pollard","TEN",11
"791","T.Pollard","TEN",5
"792","T.Pollard","TEN",-1
"793","C.Williams","CHI",5
"794","T.Pollard","TEN",0
"795","W.Levis","TEN",4
"796","T.Pollard","TEN",1
"797","D.Moore","CHI",14
"798","D.Swift","CHI",20
"799","D.Swift","CHI",4
"800","C.Williams","CHI",1
"801","R.White","TB",4
"802","R.White","TB",5
"803","R.White","TB",2
"804","J.Daniels","WAS",0
"805","J.Daniels","WAS",4
"806","R.White","TB",-1
"807","K.Johnson","TB",0
"808","B.Mayfield","TB",2
"809","B.Mayfield","TB",8
"810","B.Robinson","WAS",2
"811","J.Daniels","WAS",9
"812","B.Robinson","WAS",-1
"813","J.Daniels","WAS",17
"814","B.Robinson","WAS",4
"815","B.Irving","TB",8
"816","B.Irving","TB",-4
"817","R.White","TB",-2
"818","B.Robinson","WAS",2
"819","J.Daniels","WAS",16
"820","J.Daniels","WAS",12
"821","A.Ekeler","WAS",4
"822","B.Robinson","WAS",7
"823","B.Irving","TB",2
"824","R.White","TB",6
"825","R.White","TB",1
"826","R.White","TB",-3
"827","R.White","TB",3
"828","J.Daniels","WAS",11
"829","B.Robinson","WAS",3
"830","B.Robinson","WAS",6
"831","B.Robinson","WAS",0
"832","J.Daniels","WAS",2
"833","J.Daniels","WAS",2
"834","R.White","TB",15
"835","R.White","TB",0
"836","B.Robinson","WAS",5
"837","B.Irving","TB",7
"838","B.Robinson","WAS",6
"839","B.Robinson","WAS",6
"840","J.Daniels","WAS",1
"841","B.Irving","TB",3
"842","J.Daniels","WAS",4
"843","J.Daniels","WAS",3
"844","B.Irving","TB",8
"845","B.Irving","TB",31
"846","R.White","TB",-3
"847","R.White","TB",-5
"848","B.Irving","TB",11
"849","B.Irving","TB",-4
"850","B.Mayfield","TB",11
"851","R.White","TB",5
"852","R.White","TB",4
"853","A.Ekeler","WAS",6
"854","J.Daniels","WAS",8
"855","J.Daniels","WAS",0
"856","B.Robinson","WAS",0
"857","J.Daniels","WAS",1
"858","J.Hurts","PHI",1
"859","J.Hurts","PHI",4
"860","B.Robinson","ATL",7
"861","B.Robinson","ATL",7
"862","S.Barkley","PHI",9
"863","S.Barkley","PHI",9
"864","S.Barkley","PHI",10
"865","S.Barkley","PHI",11
"866","K.Gainwell","PHI",4
"867","K.Gainwell","PHI",2
"868","B.Robinson","ATL",2
"869","B.Robinson","ATL",14
"870","B.Robinson","ATL",3
"871","T.Allgeier","ATL",3
"872","S.Barkley","PHI",1
"873","T.Allgeier","ATL",4
"874","T.Allgeier","ATL",15
"875","K.Cousins","ATL",0
"876","B.Robinson","ATL",2
"877","K.Cousins","ATL",1
"878","S.Barkley","PHI",4
"879","S.Barkley","PHI",-2
"880","J.Hurts","PHI",23
"881","S.Barkley","PHI",-5
"882","J.Hurts","PHI",9
"883","J.Hurts","PHI",15
"884","R.McCloud","ATL",3
"885","B.Robinson","ATL",9
"886","B.Robinson","ATL",15
"887","B.Robinson","ATL",14
"888","T.Allgeier","ATL",4
"889","T.Allgeier","ATL",7
"890","B.Robinson","ATL",-1
"891","B.Robinson","ATL",19
"892","B.Robinson","ATL",5
"893","T.Allgeier","ATL",12
"894","T.Allgeier","ATL",4
"895","T.Allgeier","ATL",2
"896","S.Barkley","PHI",9
